Time data sigma
---- ---- -----
0 -0.292874 0.617097
4.0172 -0.653873 0.822796
8.9611 -0.641911 0.822796
23.9521 0.0157874 1.13134
35.965 1.31747 0.822796
40.9613 -3.48699 1.43989
257.193 -2.99437 1.23419
263.27 -0.847435 0.719946
291.109 -0.358474 0.925645
318.101 -2.15325 0.719946
333.02 1.36968 1.13134
339.009 3.65845 0.617097
347.022 2.3331 1.23419
364.993 -1.88628 0.617097
611.359 -2.9234 0.514247
646.153 0.414976 1.43989
670.133 -3.633 0.925645
683.118 -1.01907 0.514247
693.077 0.732318 0.925645
698.043 2.50034 1.54274
928.34 1.93404 1.13134
952.367 0.812697 0.617097
983.279 -1.66068 0.925645
1039.03 0.695215 0.925645
1093.97 -0.181052 0.719946
1390.09 -2.61154 1.13134
1739.13 -0.671038 1.64559
1785.06 1.11866 0.822796
