Time data sigma
---- ---- -----
0 -0.514432 0.617097
4.0172 0.795898 0.822796
8.9611 0.822117 0.822796
23.9521 4.18748 1.13134
35.965 -2.67679 0.822796
40.9613 -5.13201 1.43989
257.193 6.8104 1.23419
263.27 3.93256 0.719946
291.109 -5.04107 0.925645
318.101 4.93286 0.719946
333.02 0.29108 1.13134
339.009 -2.52506 0.617097
347.022 -2.85297 1.23419
364.993 0.00352206 0.617097
611.359 3.63404 0.514247
646.153 -3.01684 1.43989
670.133 1.33234 0.925645
683.118 5.75142 0.514247
693.077 0.500273 0.925645
698.043 -5.04279 1.54274
928.34 0.495632 1.13134
952.367 -3.82649 0.617097
983.279 7.47926 0.925645
1039.03 5.03995 0.925645
1093.97 5.2611 0.719946
1390.09 0.562194 1.13134
1739.13 -3.97143 1.64559
1785.06 -4.59788 0.822796
