Time data sigma
---- ---- -----
0 -5.29628 1.07071
102.731 2.45504 1.39658
363.991 -4.89132 0.931056
1446.97 -7.61893 0.83795
1447.95 -3.9 0.791397
1448.94 -6.37204 0.791397
1449.91 -4.413 0.83795
1455.96 -3.81987 0.977609
1458.9 0.473114 1.39658
1471.83 10.1147 1.07071
1473.9 8.84405 0.83795
1475.86 9.69281 1.16382
1477.85 6.08044 1.07071
1478.95 5.77051 0.791397
1504.82 -5.5981 0.931056
1505.91 -5.12051 0.977609
1510.89 -3.38734 1.07071
1511.87 -5.71409 0.791397
1512.79 -4.26072 0.791397
1513.83 -4.88943 0.83795
1527.87 7.83043 1.07071
1528.82 8.65795 0.83795
1535.71 7.14728 0.931056
1539.76 7.37862 0.977609
1559.76 -6.51852 0.83795
1561.76 -4.96045 0.931056
1817.96 -3.36502 0.931056
1818.99 -0.51685 1.07071
1820.98 1.86316 0.977609
1821.97 3.25593 0.83795
1825.93 4.67131 0.977609
1826.93 4.26345 0.931056
1828.94 7.4836 1.11727
1842.89 5.01984 1.16382
1843.9 3.10076 1.16382
1850.82 -0.998777 1.11727
1851.83 -3.97845 1.02416
1852.86 -3.76568 0.791397
1853.91 -2.87618 1.25693
1855.88 -7.4918 0.977609
1856.83 -7.10621 1.11727
1857.83 -5.13994 1.16382
1863.86 -6.87365 0.744845
1866.93 -7.27667 1.02416
1886.96 7.20405 1.02416
1887.84 4.88354 1.11727
1895.85 8.53626 0.791397
1898.62 7.43971 1.21037
1915.69 -7.15677 0.791397
1916.78 -5.89386 0.791397
1917.76 -7.59624 0.791397
1918.78 -6.00047 0.83795
1919.7 -6.46357 0.791397
1920.71 -5.58691 1.11727
1926.76 -6.75789 0.884503
1927.74 -6.86963 0.884503
1944.64 5.0361 1.16382
1947.64 10.9061 1.07071
1948.66 8.30178 0.791397
1956.68 9.47345 1.25693
1958.7 7.90118 0.791397
1987.69 -5.62361 1.44314
2001.66 1.09407 0.884503
2008.66 8.86609 1.35003
2009.68 9.95266 0.977609
2014.63 11.1633 1.02416
2018.63 7.15216 0.884503
