Time data sigma
---- ---- -----
0 -1.20578 0.617097
4.0172 0.527198 0.822796
8.9611 -3.54826 0.822796
23.9521 -11.5885 1.13134
35.965 6.35647 0.822796
40.9613 10.8736 1.43989
257.193 -5.23534 1.23419
263.27 -13.8071 0.719946
291.109 7.85829 0.925645
318.101 -6.50014 0.719946
333.02 -2.18468 1.13134
339.009 6.79356 0.617097
347.022 15.9135 1.23419
364.993 1.6323 0.617097
611.359 -4.97192 0.514247
646.153 12.821 1.43989
670.133 -5.08886 0.925645
683.118 -13.4749 0.514247
693.077 -1.46439 0.925645
698.043 6.49636 1.54274
928.34 -10.7262 1.13134
952.367 9.73909 0.617097
983.279 -7.70864 0.925645
1039.03 -7.00649 0.925645
1093.97 -6.67186 0.719946
1390.09 -4.99652 1.13134
1739.13 4.98432 1.64559
1785.06 9.69042 0.822796
