Time data sigma
---- ---- -----
0 -1.97315 0.617097
4.0172 -6.20557 0.822796
8.9611 -9.94045 0.822796
23.9521 -10.127 1.13134
35.965 10.0506 0.822796
40.9613 12.8013 1.43989
257.193 -15.5754 1.23419
263.27 -8.15528 0.719946
291.109 5.98449 0.925645
318.101 -16.1509 0.719946
333.02 9.11992 1.13134
339.009 15.5836 0.617097
347.022 10.7218 1.23419
364.993 -3.24895 0.617097
611.359 -11.1458 0.514247
646.153 7.6347 1.43989
670.133 -13.3496 0.925645
683.118 -9.71425 0.514247
693.077 11.8033 0.925645
698.043 16.2136 1.54274
928.34 -0.154022 1.13134
952.367 3.73646 0.617097
983.279 -10.6768 0.925645
1039.03 -11.6462 0.925645
1093.97 -14.1899 0.719946
1390.09 -8.05994 1.13134
1739.13 -1.27079 1.64559
1785.06 11.2334 0.822796
