Time data sigma
---- ---- -----
0 2.5556 0.617097
4.0172 2.48841 0.822796
8.9611 1.96648 0.822796
23.9521 -3.18033 1.13134
35.965 0.602468 0.822796
40.9613 -2.36241 1.43989
257.193 -2.64304 1.23419
263.27 -1.85959 0.719946
291.109 -0.724107 0.925645
318.101 -0.0536613 0.719946
333.02 -0.0146158 1.13134
339.009 1.15168 0.617097
347.022 1.85222 1.23419
364.993 0.837118 0.617097
611.359 -1.22723 0.514247
646.153 1.70143 1.43989
670.133 -0.471854 0.925645
683.118 -1.09957 0.514247
693.077 -2.45748 0.925645
698.043 -1.57284 1.54274
928.34 0.530878 1.13134
952.367 1.45888 0.617097
983.279 -2.66756 0.925645
1039.03 0.0454814 0.925645
1093.97 -0.561572 0.719946
1390.09 0.886457 1.13134
1739.13 0.951518 1.64559
1785.06 -0.0893893 0.822796
