Time data sigma
---- ---- -----
0 -15.9063 1.07071
102.731 5.44274 1.39658
363.991 -11.3414 0.931056
1446.97 -6.52806 0.83795
1447.95 -7.9563 0.791397
1448.94 -6.88598 0.791397
1449.91 -4.80784 0.83795
1455.96 -0.463122 0.977609
1458.9 -1.8763 1.39658
1471.83 15.008 1.07071
1473.9 14.6743 0.83795
1475.86 16.5814 1.16382
1477.85 14.5425 1.07071
1478.95 14.9503 0.791397
1504.82 -10.3252 0.931056
1505.91 -9.04944 0.977609
1510.89 -4.22019 1.07071
1511.87 -5.20589 0.791397
1512.79 -1.17559 0.791397
1513.83 -2.71878 0.83795
1527.87 5.85874 1.07071
1528.82 12.9312 0.83795
1535.71 14.4593 0.931056
1539.76 11.5722 0.977609
1559.76 -14.0802 0.83795
1561.76 -14.1867 0.931056
1817.96 0.250208 0.931056
1818.99 1.16813 1.07071
1820.98 2.00615 0.977609
1821.97 3.40809 0.83795
1825.93 7.68049 0.977609
1826.93 12.1611 0.931056
1828.94 10.6219 1.11727
1842.89 9.09345 1.16382
1843.9 8.00387 1.16382
1850.82 -10.3393 1.11727
1851.83 -13.4689 1.02416
1852.86 -12.1743 0.791397
1853.91 -14.3011 1.25693
1855.88 -13.5943 0.977609
1856.83 -13.8408 1.11727
1857.83 -15.5075 1.16382
1863.86 -13.5281 0.744845
1866.93 -7.31492 1.02416
1886.96 11.5798 1.02416
1887.84 8.90676 1.11727
1895.85 15.2501 0.791397
1898.62 10.9564 1.21037
1915.69 -15.5329 0.791397
1916.78 -14.8715 0.791397
1917.76 -14.6465 0.791397
1918.78 -13.1839 0.83795
1919.7 -14.2071 0.791397
1920.71 -13.4885 1.11727
1926.76 -9.82365 0.884503
1927.74 -9.70069 0.884503
1944.64 8.51259 1.16382
1947.64 10.7146 1.07071
1948.66 13.5804 0.791397
1956.68 16.7321 1.25693
1958.7 11.0191 0.791397
1987.69 -7.47151 1.44314
2001.66 5.42138 0.884503
2008.66 13.0126 1.35003
2009.68 11.1019 0.977609
2014.63 17.6312 1.02416
2018.63 14.3448 0.884503
