Time data sigma
---- ---- -----
0 1.6923 1.07071
102.731 2.68932 1.39658
363.991 -1.24103 0.931056
1446.97 -0.705285 0.83795
1447.95 -1.69115 0.791397
1448.94 -3.12826 0.791397
1449.91 -2.27516 0.83795
1455.96 -4.60344 0.977609
1458.9 -6.82748 1.39658
1471.83 -3.10725 1.07071
1473.9 -1.61779 0.83795
1475.86 2.64641 1.16382
1477.85 3.15231 1.07071
1478.95 3.22153 0.791397
1504.82 -1.77494 0.931056
1505.91 0.478988 0.977609
1510.89 -1.15787 1.07071
1511.87 -0.958612 0.791397
1512.79 -2.22071 0.791397
1513.83 -5.52214 0.83795
1527.87 -4.82549 1.07071
1528.82 -4.79284 0.83795
1535.71 -0.0464237 0.931056
1539.76 3.45857 0.977609
1559.76 -0.253508 0.83795
1561.76 2.33334 0.931056
1817.96 -7.34317 0.931056
1818.99 -6.47925 1.07071
1820.98 -5.10726 0.977609
1821.97 -3.16794 0.83795
1825.93 -3.99228 0.977609
1826.93 -6.2148 0.931056
1828.94 -2.75955 1.11727
1842.89 0.837107 1.16382
1843.9 3.2302 1.16382
1850.82 3.57829 1.11727
1851.83 4.39264 1.02416
1852.86 1.46032 0.791397
1853.91 3.28947 1.25693
1855.88 0.539406 0.977609
1856.83 3.1983 1.11727
1857.83 1.9436 1.16382
1863.86 0.241082 0.744845
1866.93 0.110611 1.02416
1886.96 -2.88054 1.02416
1887.84 -0.986543 1.11727
1895.85 1.21541 0.791397
1898.62 3.66093 1.21037
1915.69 3.36002 0.791397
1916.78 2.9627 0.791397
1917.76 3.09386 0.791397
1918.78 3.65924 0.83795
1919.7 4.79208 0.791397
1920.71 0.405387 1.11727
1926.76 0.375772 0.884503
1927.74 -0.353464 0.884503
1944.64 -2.20825 1.16382
1947.64 -0.993316 1.07071
1948.66 0.188001 0.791397
1956.68 4.51461 1.25693
1958.7 1.70731 0.791397
1987.69 -4.70522 1.44314
2001.66 -6.40072 0.884503
2008.66 -1.51184 1.35003
2009.68 2.35434 0.977609
2014.63 2.01809 1.02416
2018.63 2.26736 0.884503
