Time data sigma
---- ---- -----
0 3.05369 0.617097
4.0172 11.4857 0.822796
8.9611 17.6326 0.822796
23.9521 -1.79931 1.13134
35.965 -11.9754 0.822796
40.9613 -11.3856 1.43989
257.193 13.5298 1.23419
263.27 4.31839 0.719946
291.109 -2.40359 0.925645
318.101 9.92315 0.719946
333.02 -12.608 1.13134
339.009 -18.9956 0.617097
347.022 -6.13317 1.23419
364.993 13.0535 0.617097
611.359 15.4467 0.514247
646.153 -11.5687 1.43989
670.133 15.9934 0.925645
683.118 -3.2361 0.514247
693.077 -8.2171 0.925645
698.043 -9.66306 1.54274
928.34 -7.11861 1.13134
952.367 0.138876 0.617097
983.279 5.55233 0.925645
1039.03 11.1012 0.925645
1093.97 11.2646 0.719946
1390.09 13.8066 1.13134
1739.13 1.88409 1.64559
1785.06 -7.84125 0.822796
