Time data sigma
---- ---- -----
0 -6.72208 1.07071
102.731 -2.83252 1.39658
363.991 -4.44105 0.931056
1446.97 -5.12959 0.83795
1447.95 -2.90104 0.791397
1448.94 -1.94806 0.791397
1449.91 1.10151 0.83795
1455.96 9.31266 0.977609
1458.9 10.7585 1.39658
1471.83 5.99408 1.07071
1473.9 2.55678 0.83795
1475.86 -1.74077 1.16382
1477.85 -2.28149 1.07071
1478.95 -2.11209 0.791397
1504.82 -6.66462 0.931056
1505.91 -5.74947 0.977609
1510.89 3.90703 1.07071
1511.87 1.63968 0.791397
1512.79 1.27472 0.791397
1513.83 3.99892 0.83795
1527.87 10.4745 1.07071
1528.82 9.35967 0.83795
1535.71 0.24839 0.931056
1539.76 -3.98147 0.977609
1559.76 -9.07495 0.83795
1561.76 -9.51833 0.931056
1817.96 11.2868 0.931056
1818.99 10.1712 1.07071
1820.98 12.543 0.977609
1821.97 13.4682 0.83795
1825.93 12.8755 0.977609
1826.93 11.6829 0.931056
1828.94 7.9066 1.11727
1842.89 -4.94852 1.16382
1843.9 -7.48335 1.16382
1850.82 -7.33855 1.11727
1851.83 -8.10868 1.02416
1852.86 -6.97951 0.791397
1853.91 -9.41875 1.25693
1855.88 -6.01059 0.977609
1856.83 -11.4242 1.11727
1857.83 -5.60132 1.16382
1863.86 -5.24947 0.744845
1866.93 -3.27965 1.02416
1886.96 11.8443 1.02416
1887.84 11.9893 1.11727
1895.85 3.79241 0.791397
1898.62 -1.74765 1.21037
1915.69 -8.36545 0.791397
1916.78 -8.66413 0.791397
1917.76 -8.82814 0.791397
1918.78 -6.54832 0.83795
1919.7 -10.6614 0.791397
1920.71 -8.51732 1.11727
1926.76 -4.3236 0.884503
1927.74 -4.98169 0.884503
1944.64 11.6498 1.16382
1947.64 11.9923 1.07071
1948.66 10.8316 0.791397
1956.68 -2.07146 1.25693
1958.7 -4.49573 0.791397
1987.69 -1.06061 1.44314
2001.66 11.6309 0.884503
2008.66 11.6659 1.35003
2009.68 7.98682 0.977609
2014.63 5.58722 1.02416
2018.63 -2.62178 0.884503
