Time data sigma
---- ---- -----
0 2.8386 1.07071
102.731 0.841246 1.39658
363.991 0.25554 0.931056
1446.97 0.0168415 0.83795
1447.95 -0.174183 0.791397
1448.94 -4.79883 0.791397
1449.91 2.25597 0.83795
1455.96 0.181345 0.977609
1458.9 -2.46795 1.39658
1471.83 -2.23582 1.07071
1473.9 0.85141 0.83795
1475.86 -1.11186 1.16382
1477.85 0.757128 1.07071
1478.95 1.31774 0.791397
1504.82 2.70672 0.931056
1505.91 0.217994 0.977609
1510.89 0.996557 1.07071
1511.87 -4.00759 0.791397
1512.79 -0.447035 0.791397
1513.83 -2.31599 0.83795
1527.87 -2.76385 1.07071
1528.82 1.81312 0.83795
1535.71 -0.883896 0.931056
1539.76 -0.816539 0.977609
1559.76 0.781036 0.83795
1561.76 -0.100087 0.931056
1817.96 -0.991133 0.931056
1818.99 -1.76395 1.07071
1820.98 0.494616 0.977609
1821.97 0.361616 0.83795
1825.93 -1.5 0.977609
1826.93 -2.8842 0.931056
1828.94 0.0260125 1.11727
1842.89 1.43301 1.16382
1843.9 -0.330862 1.16382
1850.82 1.64815 1.11727
1851.83 1.39289 1.02416
1852.86 -0.0398781 0.791397
1853.91 2.44988 1.25693
1855.88 1.98586 0.977609
1856.83 4.11714 1.11727
1857.83 -0.282191 1.16382
1863.86 2.24834 0.744845
1866.93 -0.395427 1.02416
1886.96 -2.28116 1.02416
1887.84 -0.429258 1.11727
1895.85 1.25409 0.791397
1898.62 -2.50059 1.21037
1915.69 2.25278 0.791397
1916.78 1.51842 0.791397
1917.76 1.99208 0.791397
1918.78 0.631026 0.83795
1919.7 0.343855 0.791397
1920.71 2.65635 1.11727
1926.76 -0.62859 0.884503
1927.74 -0.506595 0.884503
1944.64 -1.17779 1.16382
1947.64 -0.686431 1.07071
1948.66 0.200146 0.791397
1956.68 -2.14462 1.25693
1958.7 1.87071 0.791397
1987.69 -1.54781 1.44314
2001.66 0.382563 0.884503
2008.66 -1.94929 1.35003
2009.68 -2.81806 0.977609
2014.63 2.35367 1.02416
2018.63 -2.40169 0.884503
