Time data sigma
---- ---- -----
0 3.40002 1.07071
102.731 -2.29747 1.39658
363.991 3.28082 0.931056
1446.97 0.509323 0.83795
1447.95 -1.1722 0.791397
1448.94 1.64588 0.791397
1449.91 0.530331 0.83795
1455.96 -1.36261 0.977609
1458.9 1.20032 1.39658
1471.83 -0.108013 1.07071
1473.9 -0.00824606 0.83795
1475.86 -3.2241 1.16382
1477.85 -0.692697 1.07071
1478.95 -1.07647 0.791397
1504.82 1.12108 0.931056
1505.91 2.25448 0.977609
1510.89 0.61348 1.07071
1511.87 0.51764 0.791397
1512.79 0.250897 0.791397
1513.83 -3.16375 0.83795
1527.87 -2.16561 1.07071
1528.82 -2.56583 0.83795
1535.71 -1.53339 0.931056
1539.76 -1.84454 0.977609
1559.76 -0.102598 0.83795
1561.76 2.27594 0.931056
1817.96 -1.71312 0.931056
1818.99 -1.53337 1.07071
1820.98 -3.13872 0.977609
1821.97 -3.71262 0.83795
1825.93 -0.756955 0.977609
1826.93 -1.26109 0.931056
1828.94 -0.575333 1.11727
1842.89 1.69748 1.16382
1843.9 -1.35795 1.16382
1850.82 1.69635 1.11727
1851.83 4.26692 1.02416
1852.86 2.53105 0.791397
1853.91 3.20403 1.25693
1855.88 2.59746 0.977609
1856.83 4.81556 1.11727
1857.83 2.70228 1.16382
1863.86 0.889528 0.744845
1866.93 1.59962 1.02416
1886.96 0.780309 1.02416
1887.84 -0.83012 1.11727
1895.85 -3.9356 0.791397
1898.62 -4.92681 1.21037
1915.69 1.71668 0.791397
1916.78 3.31014 0.791397
1917.76 1.05344 0.791397
1918.78 4.14041 0.83795
1919.7 4.46202 0.791397
1920.71 1.80194 1.11727
1926.76 0.738257 0.884503
1927.74 1.30108 0.884503
1944.64 -0.0399333 1.16382
1947.64 -1.81232 1.07071
1948.66 -1.33194 0.791397
1956.68 -3.37671 1.25693
1958.7 2.38853 0.791397
1987.69 -1.23163 1.44314
2001.66 -0.575838 0.884503
2008.66 -4.97353 1.35003
2009.68 -2.58186 0.977609
2014.63 0.0350175 1.02416
2018.63 -1.07961 0.884503
