Time data sigma
---- ---- -----
0 13.739 1.07071
102.731 0.184488 1.39658
363.991 12.7515 0.931056
1446.97 7.29237 0.83795
1447.95 6.09982 0.791397
1448.94 5.15668 0.791397
1449.91 5.59542 0.83795
1455.96 -0.204823 0.977609
1458.9 -7.6397 1.39658
1471.83 -12.1456 1.07071
1473.9 -7.5191 0.83795
1475.86 -5.10619 1.16382
1477.85 -4.0425 1.07071
1478.95 -1.18328 0.791397
1504.82 7.27022 0.931056
1505.91 6.71757 0.977609
1510.89 4.29757 1.07071
1511.87 1.84578 0.791397
1512.79 1.40333 0.791397
1513.83 2.02315 0.83795
1527.87 -10.7548 1.07071
1528.82 -13.3467 0.83795
1535.71 -8.65555 0.931056
1539.76 -0.547254 0.977609
1559.76 7.51343 0.83795
1561.76 8.7707 0.931056
1817.96 -4.34618 0.931056
1818.99 -2.89562 1.07071
1820.98 -8.09223 0.977609
1821.97 -8.40653 0.83795
1825.93 -12.8015 0.977609
1826.93 -12.8783 0.931056
1828.94 -11.1384 1.11727
1842.89 -0.212689 1.16382
1843.9 5.10064 1.16382
1850.82 7.84544 1.11727
1851.83 11.5604 1.02416
1852.86 11.2916 0.791397
1853.91 8.54565 1.25693
1855.88 8.76034 0.977609
1856.83 9.71124 1.11727
1857.83 9.42828 1.16382
1863.86 9.05775 0.744845
1866.93 4.69745 1.02416
1886.96 -11.1385 1.02416
1887.84 -11.656 1.11727
1895.85 -10.1184 0.791397
1898.62 -6.3994 1.21037
1915.69 12.1789 0.791397
1916.78 10.6364 0.791397
1917.76 9.10824 0.791397
1918.78 8.94122 0.83795
1919.7 7.43975 0.791397
1920.71 10.1284 1.11727
1926.76 4.21895 0.884503
1927.74 3.31547 0.884503
1944.64 -11.3508 1.16382
1947.64 -13.1155 1.07071
1948.66 -13.6453 0.791397
1956.68 -6.57987 1.25693
1958.7 -4.78155 0.791397
1987.69 2.77823 1.44314
2001.66 -5.54009 0.884503
2008.66 -12.5034 1.35003
2009.68 -12.3082 0.977609
2014.63 -11.7673 1.02416
2018.63 -6.17025 0.884503
