Time data sigma
---- ---- -----
0 -1.26062 1.07071
102.731 -9.28147 1.39658
363.991 5.06114 0.931056
1446.97 8.52042 0.83795
1447.95 8.21165 0.791397
1448.94 7.98067 0.791397
1449.91 7.37667 0.83795
1455.96 8.02755 0.977609
1458.9 1.69501 1.39658
1471.83 -2.59311 1.07071
1473.9 -1.92251 0.83795
1475.86 -2.25273 1.16382
1477.85 -9.09399 1.07071
1478.95 -7.4148 0.791397
1504.82 8.84081 0.931056
1505.91 5.51502 0.977609
1510.89 5.69408 1.07071
1511.87 7.66015 0.791397
1512.79 7.07043 0.791397
1513.83 10.0404 0.83795
1527.87 4.62662 1.07071
1528.82 2.95942 0.83795
1535.71 -1.81308 0.931056
1539.76 -8.49244 0.977609
1559.76 1.66131 0.83795
1561.76 4.35969 0.931056
1817.96 6.58809 0.931056
1818.99 6.09433 1.07071
1820.98 5.2165 0.977609
1821.97 5.96708 0.83795
1825.93 3.27003 0.977609
1826.93 3.59743 0.931056
1828.94 4.05672 1.11727
1842.89 -12.4127 1.16382
1843.9 -9.1745 1.16382
1850.82 -6.9976 1.11727
1851.83 -6.76225 1.02416
1852.86 -4.26882 0.791397
1853.91 -3.79013 1.25693
1855.88 -0.55478 0.977609
1856.83 2.73362 1.11727
1857.83 3.68728 1.16382
1863.86 7.12511 0.744845
1866.93 8.01124 1.02416
1886.96 1.98386 1.02416
1887.84 3.60595 1.11727
1895.85 -4.34958 0.791397
1898.62 -4.37914 1.21037
1915.69 -2.29218 0.791397
1916.78 -0.00431442 0.791397
1917.76 -0.476884 0.791397
1918.78 0.922244 0.83795
1919.7 1.88324 0.791397
1920.71 3.99345 1.11727
1926.76 8.48357 0.884503
1927.74 7.75778 0.884503
1944.64 5.69132 1.16382
1947.64 1.41627 1.07071
1948.66 4.05823 0.791397
1956.68 -4.64112 1.25693
1958.7 -4.6276 0.791397
1987.69 9.70663 1.44314
2001.66 2.83664 0.884503
2008.66 -0.663033 1.35003
2009.68 0.0385677 0.977609
2014.63 -3.55708 1.02416
2018.63 -6.51378 0.884503
