Time data sigma
---- ---- -----
0 5.0275 1.07071
102.731 -2.41388 1.39658
363.991 7.7181 0.931056
1446.97 8.78107 0.83795
1447.95 9.59068 0.791397
1448.94 8.10833 0.791397
1449.91 7.3551 0.83795
1455.96 4.12486 0.977609
1458.9 -0.495257 1.39658
1471.83 -8.83141 1.07071
1473.9 -4.88637 0.83795
1475.86 -6.90722 1.16382
1477.85 -3.10107 1.07071
1478.95 -5.30675 0.791397
1504.82 9.06327 0.931056
1505.91 9.27634 0.977609
1510.89 7.07792 1.07071
1511.87 5.00933 0.791397
1512.79 5.77312 0.791397
1513.83 6.62308 0.83795
1527.87 -6.71927 1.07071
1528.82 -7.71791 0.83795
1535.71 -6.9787 0.931056
1539.76 -2.20319 0.977609
1559.76 7.18084 0.83795
1561.76 8.32493 0.931056
1817.96 -0.0960124 0.931056
1818.99 -1.50136 1.07071
1820.98 -3.30357 0.977609
1821.97 -6.4302 0.83795
1825.93 -6.13159 0.977609
1826.93 -8.73631 0.931056
1828.94 -8.62354 1.11727
1842.89 -3.39871 1.16382
1843.9 -4.4884 1.16382
1850.82 2.06216 1.11727
1851.83 3.03205 1.02416
1852.86 3.40499 0.791397
1853.91 5.91757 1.25693
1855.88 5.52304 0.977609
1856.83 4.38223 1.11727
1857.83 4.4777 1.16382
1863.86 5.60666 0.744845
1866.93 9.27058 1.02416
1886.96 -8.49533 1.02416
1887.84 -9.68299 1.11727
1895.85 -5.60565 0.791397
1898.62 -4.17697 1.21037
1915.69 3.40647 0.791397
1916.78 3.61853 0.791397
1917.76 6.16009 0.791397
1918.78 6.37669 0.83795
1919.7 4.98004 0.791397
1920.71 6.56528 1.11727
1926.76 7.56601 0.884503
1927.74 6.96534 0.884503
1944.64 -8.39551 1.16382
1947.64 -7.81289 1.07071
1948.66 -9.42479 0.791397
1956.68 -5.23185 1.25693
1958.7 -3.6076 0.791397
1987.69 7.9328 1.44314
2001.66 -7.17677 0.884503
2008.66 -6.88127 1.35003
2009.68 -8.65036 0.977609
2014.63 -3.84964 1.02416
2018.63 -4.36399 0.884503
