Time data sigma
---- ---- -----
0 -2.41683 1.07071
102.731 -5.23667 1.39658
363.991 3.00309 0.931056
1446.97 5.91377 0.83795
1447.95 8.10807 0.791397
1448.94 7.72251 0.791397
1449.91 9.84667 0.83795
1455.96 12.1738 0.977609
1458.9 13.1002 1.39658
1471.83 -1.45222 1.07071
1473.9 -2.98261 0.83795
1475.86 -5.33964 1.16382
1477.85 -7.92313 1.07071
1478.95 -6.60015 0.791397
1504.82 1.66286 0.931056
1505.91 3.86717 0.977609
1510.89 10.8077 1.07071
1511.87 13.9398 0.791397
1512.79 11.6704 0.791397
1513.83 11.8121 0.83795
1527.87 1.17394 1.07071
1528.82 1.25185 0.83795
1535.71 -5.07642 0.931056
1539.76 -8.20335 0.977609
1559.76 -4.77587 0.83795
1561.76 -1.92911 0.931056
1817.96 13.8398 0.931056
1818.99 14.0543 1.07071
1820.98 11.1313 0.977609
1821.97 10.766 0.83795
1825.93 4.90496 0.977609
1826.93 0.521345 0.931056
1828.94 0.082358 1.11727
1842.89 -5.56721 1.16382
1843.9 -6.37705 1.16382
1850.82 -7.59713 1.11727
1851.83 -7.7535 1.02416
1852.86 -9.45373 0.791397
1853.91 -9.12462 1.25693
1855.88 -10.3195 0.977609
1856.83 -8.75875 1.11727
1857.83 -8.75924 1.16382
1863.86 1.30257 0.744845
1866.93 5.51161 1.02416
1886.96 0.559425 1.02416
1887.84 0.634077 1.11727
1895.85 -5.61641 0.791397
1898.62 -5.21078 1.21037
1915.69 -8.65118 0.791397
1916.78 -6.64711 0.791397
1917.76 -7.02403 0.791397
1918.78 -5.63691 0.83795
1919.7 -3.49697 0.791397
1920.71 -3.2806 1.11727
1926.76 3.49616 0.884503
1927.74 8.7559 0.884503
1944.64 4.97142 1.16382
1947.64 3.927 1.07071
1948.66 -0.105235 0.791397
1956.68 -5.89449 1.25693
1958.7 -7.24945 0.791397
1987.69 4.70669 1.44314
2001.66 11.7535 0.884503
2008.66 -0.664844 1.35003
2009.68 -0.831025 0.977609
2014.63 -3.3611 1.02416
2018.63 -5.50486 0.884503
