Time data sigma
---- ---- -----
0 -11.6401 1.07071
102.731 2.85169 1.39658
363.991 -9.9957 0.931056
1446.97 -7.63566 0.83795
1447.95 -9.77722 0.791397
1448.94 -9.40027 0.791397
1449.91 -7.9824 0.83795
1455.96 -4.42772 0.977609
1458.9 -0.850554 1.39658
1471.83 11.8728 1.07071
1473.9 10.0557 0.83795
1475.86 11.4712 1.16382
1477.85 9.80648 1.07071
1478.95 10.6975 0.791397
1504.82 -9.75729 0.931056
1505.91 -9.34614 0.977609
1510.89 -8.0197 1.07071
1511.87 -9.57758 0.791397
1512.79 -5.96798 0.791397
1513.83 -7.72962 0.83795
1527.87 7.44095 1.07071
1528.82 13.2735 0.83795
1535.71 9.34907 0.931056
1539.76 7.73572 0.977609
1559.76 -9.81782 0.83795
1561.76 -11.2095 0.931056
1817.96 -0.542714 0.931056
1818.99 2.40524 1.07071
1820.98 6.51112 0.977609
1821.97 8.8004 0.83795
1825.93 11.5939 0.977609
1826.93 14.9137 0.931056
1828.94 10.7777 1.11727
1842.89 6.80307 1.16382
1843.9 6.09352 1.16382
1850.82 -7.76403 1.11727
1851.83 -10.0997 1.02416
1852.86 -8.10808 0.791397
1853.91 -9.6688 1.25693
1855.88 -8.41858 0.977609
1856.83 -8.65678 1.11727
1857.83 -10.4903 1.16382
1863.86 -12.2164 0.744845
1866.93 -8.42034 1.02416
1886.96 14.288 1.02416
1887.84 10.4978 1.11727
1895.85 10.1043 0.791397
1898.62 6.52837 1.21037
1915.69 -10.3819 0.791397
1916.78 -9.68732 0.791397
1917.76 -9.61577 0.791397
1918.78 -8.48359 0.83795
1919.7 -9.94311 0.791397
1920.71 -9.81919 1.11727
1926.76 -10.8041 0.884503
1927.74 -11.3986 0.884503
1944.64 13.598 1.16382
1947.64 12.5646 1.07071
1948.66 14.0989 0.791397
1956.68 11.6453 1.25693
1958.7 6.62965 0.791397
1987.69 -9.13974 1.44314
2001.66 10.5944 0.884503
2008.66 13.5269 1.35003
2009.68 10.3049 0.977609
2014.63 12.6704 1.02416
2018.63 9.92096 0.884503
