Time data sigma
---- ---- -----
0 1.41079 0.617097
4.0172 4.02462 0.822796
8.9611 4.07243 0.822796
23.9521 7.85561 1.13134
35.965 -4.02724 0.822796
40.9613 -8.46023 1.43989
257.193 4.68525 1.23419
263.27 6.72256 0.719946
291.109 -5.89113 0.925645
318.101 6.38955 0.719946
333.02 2.00554 1.13134
339.009 -6.90466 0.617097
347.022 -8.5613 1.23419
364.993 3.54667 0.617097
611.359 5.7781 0.514247
646.153 -7.96024 1.43989
670.133 4.35909 0.925645
683.118 8.96405 0.514247
693.077 -4.96046 0.925645
698.043 -6.67344 1.54274
928.34 0.551859 1.13134
952.367 -2.95663 0.617097
983.279 7.56807 0.925645
1039.03 11.9836 0.925645
1093.97 9.26214 0.719946
1390.09 6.43517 1.13134
1739.13 -2.0225 1.64559
1785.06 -7.1271 0.822796
