Time data sigma
---- ---- -----
0 -6.7876 0.617097
4.0172 -0.325084 0.822796
8.9611 6.74774 0.822796
23.9521 9.43684 1.13134
35.965 4.14943 0.822796
40.9613 -4.26533 1.43989
257.193 9.99481 1.23419
263.27 11.6164 0.719946
291.109 -15.2493 0.925645
318.101 8.60097 0.719946
333.02 8.68311 1.13134
339.009 -0.373064 0.617097
347.022 -16.5287 1.23419
364.993 0.832321 0.617097
611.359 5.97036 0.514247
646.153 -12.5476 1.43989
670.133 6.48079 0.925645
683.118 11.3076 0.514247
693.077 8.12708 0.925645
698.043 2.48535 1.54274
928.34 10.4112 1.13134
952.367 -16.891 0.617097
983.279 10.9126 0.925645
1039.03 10.8572 0.925645
1093.97 7.95748 0.719946
1390.09 5.15875 1.13134
1739.13 -9.61378 1.64559
1785.06 -13.3896 0.822796
