Time data sigma
---- ---- -----
0 -7.95144 1.07071
102.731 1.71892 1.39658
363.991 -12.4082 0.931056
1446.97 -7.61607 0.83795
1447.95 -8.39671 0.791397
1448.94 -6.9305 0.791397
1449.91 -4.99553 0.83795
1455.96 -2.17235 0.977609
1458.9 5.50535 1.39658
1471.83 8.47796 1.07071
1473.9 5.9931 0.83795
1475.86 6.29627 1.16382
1477.85 3.36292 1.07071
1478.95 2.56992 0.791397
1504.82 -9.94355 0.931056
1505.91 -8.85078 0.977609
1510.89 -6.99183 1.07071
1511.87 -5.69774 0.791397
1512.79 -3.82899 0.791397
1513.83 -2.60712 0.83795
1527.87 8.52561 1.07071
1528.82 7.53975 0.83795
1535.71 4.81353 0.931056
1539.76 6.70424 0.977609
1559.76 -9.01233 0.83795
1561.76 -8.26027 0.931056
1817.96 3.00057 0.931056
1818.99 1.48466 1.07071
1820.98 6.37142 0.977609
1821.97 5.24484 0.83795
1825.93 8.95186 0.977609
1826.93 8.9454 0.931056
1828.94 7.8291 1.11727
1842.89 3.74291 1.16382
1843.9 1.72163 1.16382
1850.82 1.42871 1.11727
1851.83 -2.71721 1.02416
1852.86 -0.775722 0.791397
1853.91 -1.91516 1.25693
1855.88 -2.89431 0.977609
1856.83 -5.1002 1.11727
1857.83 -4.09573 1.16382
1863.86 -9.82281 0.744845
1866.93 -7.98151 1.02416
1886.96 7.24097 1.02416
1887.84 8.92695 1.11727
1895.85 4.0683 0.791397
1898.62 5.6091 1.21037
1915.69 -3.99537 0.791397
1916.78 -5.95172 0.791397
1917.76 -8.79693 0.791397
1918.78 -7.53499 0.83795
1919.7 -8.54536 0.791397
1920.71 -7.37723 1.11727
1926.76 -7.7333 0.884503
1927.74 -9.84549 0.884503
1944.64 8.32126 1.16382
1947.64 8.4253 1.07071
1948.66 7.49173 0.791397
1956.68 8.21487 1.25693
1958.7 5.21255 0.791397
1987.69 -9.08283 1.44314
2001.66 5.77604 0.884503
2008.66 9.03766 1.35003
2009.68 8.99353 0.977609
2014.63 3.88195 1.02416
2018.63 4.83018 0.884503
