Time data sigma
---- ---- -----
0 3.77301 0.617097
4.0172 1.51725 0.822796
8.9611 0.889654 0.822796
23.9521 1.3809 1.13134
35.965 -0.719859 0.822796
40.9613 -4.3841 1.43989
257.193 0.511911 1.23419
263.27 -1.57569 0.719946
291.109 -0.0993959 0.925645
318.101 -1.37574 0.719946
333.02 -3.53811 1.13134
339.009 -4.92393 0.617097
347.022 1.27513 1.23419
364.993 2.27398 0.617097
611.359 0.157465 0.514247
646.153 0.546173 1.43989
670.133 0.651795 0.925645
683.118 -0.417805 0.514247
693.077 -3.05097 0.925645
698.043 -5.12694 1.54274
928.34 0.748695 1.13134
952.367 0.140695 0.617097
983.279 -0.589547 0.925645
1039.03 -1.57574 0.925645
1093.97 1.62528 0.719946
1390.09 -0.662019 1.13134
1739.13 -0.84626 1.64559
1785.06 1.47003 0.822796
