Time data sigma
---- ---- -----
0 9.52701 0.617097
4.0172 0.0250963 0.822796
8.9611 -2.58712 0.822796
23.9521 -9.04164 1.13134
35.965 -3.67758 0.822796
40.9613 1.33657 1.43989
257.193 -9.57768 1.23419
263.27 -7.18087 0.719946
291.109 14.5574 0.925645
318.101 -7.72067 0.719946
333.02 -7.12627 1.13134
339.009 -2.46509 0.617097
347.022 8.33279 1.23419
364.993 0.83895 0.617097
611.359 -5.49657 0.514247
646.153 7.89747 1.43989
670.133 -2.74706 0.925645
683.118 -9.52721 0.514247
693.077 -3.21073 0.925645
698.043 -3.94418 1.54274
928.34 -7.067 1.13134
952.367 14.0298 0.617097
983.279 -7.97843 0.925645
1039.03 -7.25052 0.925645
1093.97 -10.4449 0.719946
1390.09 -3.041 1.13134
1739.13 7.61857 1.64559
1785.06 6.27133 0.822796
