Time data sigma
---- ---- -----
0 3.21421 1.07071
102.731 -6.99406 1.39658
363.991 4.64663 0.931056
1446.97 10.6205 0.83795
1447.95 8.60662 0.791397
1448.94 9.03355 0.791397
1449.91 11.2519 0.83795
1455.96 7.50818 0.977609
1458.9 4.73014 1.39658
1471.83 -4.25594 1.07071
1473.9 -4.89841 0.83795
1475.86 -7.10764 1.16382
1477.85 -3.76696 1.07071
1478.95 -5.47452 0.791397
1504.82 7.33186 0.931056
1505.91 6.8301 0.977609
1510.89 11.7157 1.07071
1511.87 8.82816 0.791397
1512.79 8.74546 0.791397
1513.83 8.8065 0.83795
1527.87 -3.90525 1.07071
1528.82 -3.01694 0.83795
1535.71 -5.07481 0.931056
1539.76 -6.75571 0.977609
1559.76 3.03575 0.83795
1561.76 3.84501 0.931056
1817.96 3.69204 0.931056
1818.99 5.26072 1.07071
1820.98 2.32231 0.977609
1821.97 1.1163 0.83795
1825.93 -1.97921 0.977609
1826.93 -2.97411 0.931056
1828.94 -6.4478 1.11727
1842.89 -3.70906 1.16382
1843.9 -6.69055 1.16382
1850.82 -4.43485 1.11727
1851.83 -1.22671 1.02416
1852.86 -3.39993 0.791397
1853.91 -3.2251 1.25693
1855.88 -2.40234 0.977609
1856.83 -0.596302 1.11727
1857.83 -1.57203 1.16382
1863.86 6.07326 0.744845
1866.93 8.87719 1.02416
1886.96 -1.59126 1.02416
1887.84 -6.02198 1.11727
1895.85 -5.06112 0.791397
1898.62 -3.75516 1.21037
1915.69 -2.38999 0.791397
1916.78 -2.42408 0.791397
1917.76 -0.593053 0.791397
1918.78 0.982639 0.83795
1919.7 2.0206 0.791397
1920.71 4.22725 1.11727
1926.76 7.21915 0.884503
1927.74 6.67283 0.884503
1944.64 -2.32599 1.16382
1947.64 -5.10117 1.07071
1948.66 -4.71985 0.791397
1956.68 -7.4954 1.25693
1958.7 -5.16167 0.791397
1987.69 10.338 1.44314
2001.66 1.09605 0.884503
2008.66 -6.35767 1.35003
2009.68 -3.00583 0.977609
2014.63 -6.32392 1.02416
2018.63 -4.79106 0.884503
