Time data sigma
---- ---- -----
0 3.43712 1.07071
102.731 -2.34973 1.39658
363.991 3.37737 0.931056
1446.97 0.517404 0.83795
1447.95 -1.19035 0.791397
1448.94 1.60637 0.791397
1449.91 0.477384 0.83795
1455.96 -1.32508 0.977609
1458.9 1.28821 1.39658
1471.83 -0.0431813 1.07071
1473.9 0.0705076 0.83795
1475.86 -3.18496 1.16382
1477.85 -0.707971 1.07071
1478.95 -1.11543 0.791397
1504.82 1.18598 0.931056
1505.91 2.29248 0.977609
1510.89 0.556447 1.07071
1511.87 0.465636 0.791397
1512.79 0.211472 0.791397
1513.83 -3.18162 0.83795
1527.87 -2.27145 1.07071
1528.82 -2.63341 0.83795
1535.71 -1.49089 0.931056
1539.76 -1.89466 0.977609
1559.76 -0.121679 0.83795
1561.76 2.3387 0.931056
1817.96 -1.62718 0.931056
1818.99 -1.43871 1.07071
1820.98 -3.06693 0.977609
1821.97 -3.67264 0.83795
1825.93 -0.878782 0.977609
1826.93 -1.38966 0.931056
1828.94 -0.644639 1.11727
1842.89 1.66391 1.16382
1843.9 -1.36959 1.16382
1850.82 1.77226 1.11727
1851.83 4.31241 1.02416
1852.86 2.53405 0.791397
1853.91 3.15712 1.25693
1855.88 2.47786 0.977609
1856.83 4.68775 1.11727
1857.83 2.591 1.16382
1863.86 0.96345 0.744845
1866.93 1.60684 1.02416
1886.96 0.651292 1.02416
1887.84 -0.943575 1.11727
1895.85 -3.89981 0.791397
1898.62 -4.9595 1.21037
1915.69 1.60134 0.791397
1916.78 3.18162 0.791397
1917.76 0.939074 0.791397
1918.78 4.06335 0.83795
1919.7 4.42985 0.791397
1920.71 1.81766 1.11727
1926.76 0.749859 0.884503
1927.74 1.28704 0.884503
1944.64 -0.119551 1.16382
1947.64 -1.93208 1.07071
1948.66 -1.41709 0.791397
1956.68 -3.36335 1.25693
1958.7 2.35426 0.791397
1987.69 -1.2447 1.44314
2001.66 -0.521015 0.884503
2008.66 -5.06013 1.35003
2009.68 -2.62003 0.977609
2014.63 0.095654 1.02416
2018.63 -1.11266 0.884503
