Time data sigma
---- ---- -----
0 6.83821 1.07071
102.731 -4.3481 1.39658
363.991 6.06972 0.931056
1446.97 9.03468 0.83795
1447.95 9.11262 0.791397
1448.94 6.90233 0.791397
1449.91 5.48452 0.83795
1455.96 1.43832 0.977609
1458.9 -1.44709 1.39658
1471.83 -7.56465 1.07071
1473.9 -4.38759 0.83795
1475.86 -7.25266 1.16382
1477.85 -4.30951 1.07071
1478.95 -6.95359 0.791397
1504.82 10.6091 0.931056
1505.91 10.0445 0.977609
1510.89 4.29912 1.07071
1511.87 1.82625 0.791397
1512.79 2.37823 0.791397
1513.83 3.20418 0.83795
1527.87 -4.37302 1.07071
1528.82 -5.52491 0.83795
1535.71 -7.5281 0.931056
1539.76 -4.48986 0.977609
1559.76 10.7261 0.83795
1561.76 11.3865 0.931056
1817.96 -0.403394 0.931056
1818.99 -0.804044 1.07071
1820.98 -0.948257 0.977609
1821.97 -3.47828 0.83795
1825.93 -2.63024 0.977609
1826.93 -5.52083 0.931056
1828.94 -6.36666 1.11727
1842.89 -6.66034 1.16382
1843.9 -7.35878 1.16382
1850.82 3.74511 1.11727
1851.83 5.36179 1.02416
1852.86 6.30287 0.791397
1853.91 9.28676 1.25693
1855.88 9.38691 0.977609
1856.83 8.28635 1.11727
1857.83 8.27752 1.16382
1863.86 6.04323 0.744845
1866.93 7.21043 1.02416
1886.96 -5.3149 1.02416
1887.84 -6.93366 1.11727
1895.85 -8.26326 0.791397
1898.62 -7.82618 1.21037
1915.69 7.28763 0.791397
1916.78 7.48302 0.791397
1917.76 9.85882 0.791397
1918.78 9.75661 0.83795
1919.7 7.94715 0.791397
1920.71 8.96742 1.11727
1926.76 5.35565 0.884503
1927.74 4.09712 0.884503
1944.64 -4.52113 1.16382
1947.64 -5.09064 1.07071
1948.66 -7.35618 0.791397
1956.68 -8.55086 1.25693
1958.7 -7.41211 0.791397
1987.69 4.91302 1.44314
2001.66 -3.57554 0.884503
2008.66 -5.06473 1.35003
2009.68 -7.61841 0.977609
2014.63 -6.46576 1.02416
2018.63 -8.24626 0.884503
