Time data sigma
---- ---- -----
0 -5.07478 0.617097
4.0172 -8.8218 0.822796
8.9611 -8.08445 0.822796
23.9521 1.15989 1.13134
35.965 5.09967 0.822796
40.9613 2.33308 1.43989
257.193 -7.23635 1.23419
263.27 -0.420443 0.719946
291.109 2.81133 0.925645
318.101 -5.34162 0.719946
333.02 7.79511 1.13134
339.009 6.99398 0.617097
347.022 7.19383 1.23419
364.993 -6.62804 0.617097
611.359 -6.96766 0.514247
646.153 5.3665 1.43989
670.133 -4.81824 0.925645
683.118 -0.835532 0.514247
693.077 5.75385 0.925645
698.043 10.8245 1.54274
928.34 3.50329 1.13134
952.367 5.30717 0.617097
983.279 2.73187 0.925645
1039.03 -3.10513 0.925645
1093.97 -6.8265 0.719946
1390.09 -7.00622 1.13134
1739.13 -6.75924 1.64559
1785.06 8.0954 0.822796
