Time data sigma
---- ---- -----
0 0.332217 0.617097
4.0172 4.73057 0.822796
8.9611 12.0482 0.822796
23.9521 2.24029 1.13134
35.965 -3.24096 0.822796
40.9613 -7.62436 1.43989
257.193 10.0431 1.23419
263.27 4.34505 0.719946
291.109 -9.89475 0.925645
318.101 9.539 0.719946
333.02 -1.80501 1.13134
339.009 -5.53046 0.617097
347.022 -12.2524 1.23419
364.993 6.43112 0.617097
611.359 12.6613 0.514247
646.153 -11.287 1.43989
670.133 11.3766 0.925645
683.118 5.26731 0.514247
693.077 -1.99021 0.925645
698.043 -7.63546 1.54274
928.34 -1.37049 1.13134
952.367 -11.2976 0.617097
983.279 5.0923 0.925645
1039.03 8.77937 0.925645
1093.97 9.66614 0.719946
1390.09 12.5004 1.13134
1739.13 0.661772 1.64559
1785.06 -11.4377 0.822796
