Time data sigma
---- ---- -----
0 5.86866 1.07071
102.731 -10.785 1.39658
363.991 4.29613 0.931056
1446.97 8.07764 0.83795
1447.95 5.54258 0.791397
1448.94 5.55516 0.791397
1449.91 7.48943 0.83795
1455.96 4.8889 0.977609
1458.9 4.00097 1.39658
1471.83 -1.73672 1.07071
1473.9 -3.57637 0.83795
1475.86 -7.17891 1.16382
1477.85 -5.30523 1.07071
1478.95 -7.76311 0.791397
1504.82 6.2444 0.931056
1505.91 4.96083 0.977609
1510.89 7.80269 1.07071
1511.87 4.90161 0.791397
1512.79 4.92988 0.791397
1513.83 5.25292 0.83795
1527.87 -0.397252 1.07071
1528.82 0.435132 0.83795
1535.71 -5.04236 0.931056
1539.76 -9.52888 0.977609
1559.76 5.74002 0.83795
1561.76 5.14706 0.931056
1817.96 2.34303 0.931056
1818.99 4.62948 1.07071
1820.98 3.08967 0.977609
1821.97 2.53603 0.83795
1825.93 1.27464 0.977609
1826.93 0.466103 0.931056
1828.94 -3.02764 1.11727
1842.89 -7.45199 1.16382
1843.9 -10.3275 1.16382
1850.82 -2.71692 1.11727
1851.83 1.3243 1.02416
1852.86 -0.169048 0.791397
1853.91 0.504109 1.25693
1855.88 1.65878 0.977609
1856.83 3.35457 1.11727
1857.83 2.09044 1.16382
1863.86 5.69631 0.744845
1866.93 6.33269 1.02416
1886.96 1.8517 1.02416
1887.84 -2.52658 1.11727
1895.85 -5.15492 0.791397
1898.62 -5.84234 1.21037
1915.69 1.67287 0.791397
1916.78 1.53664 0.791397
1917.76 3.09373 0.791397
1918.78 4.22542 0.83795
1919.7 4.73918 0.791397
1920.71 6.27675 1.11727
1926.76 4.77381 0.884503
1927.74 3.68599 0.884503
1944.64 0.508287 1.16382
1947.64 -1.61082 1.07071
1948.66 -1.26997 0.791397
1956.68 -8.21282 1.25693
1958.7 -7.30649 0.791397
1987.69 7.37128 1.44314
2001.66 2.32526 0.884503
2008.66 -2.91067 1.35003
2009.68 0.262562 0.977609
2014.63 -5.54974 1.02416
2018.63 -6.89465 0.884503
