Time data sigma
---- ---- -----
0 -2.40131 0.617097
4.0172 -6.32163 0.822796
8.9611 -9.72101 0.822796
23.9521 -10.1754 1.13134
35.965 10.025 0.822796
40.9613 12.5946 1.43989
257.193 -15.817 1.23419
263.27 -4.63344 0.719946
291.109 9.05133 0.925645
318.101 -14.9503 0.719946
333.02 7.78427 1.13134
339.009 10.8279 0.617097
347.022 11.2741 1.23419
364.993 -6.81011 0.617097
611.359 -14.0663 0.514247
646.153 11.8576 1.43989
670.133 -17.0235 0.925645
683.118 -4.04643 0.514247
693.077 5.37116 0.925645
698.043 10.6341 1.54274
928.34 -4.06797 1.13134
952.367 6.18209 0.617097
983.279 -9.69119 0.925645
1039.03 -7.93621 0.925645
1093.97 -10.5205 0.719946
1390.09 -8.8944 1.13134
1739.13 0.372849 1.64559
1785.06 11.3232 0.822796
