Time data sigma
---- ---- -----
0 -6.66443 1.07071
102.731 4.93067 1.39658
363.991 -3.9863 0.931056
1446.97 -4.90812 0.83795
1447.95 -3.7213 0.791397
1448.94 -2.73191 0.791397
1449.91 -2.89692 0.83795
1455.96 -3.06768 0.977609
1458.9 -3.33655 1.39658
1471.83 3.86104 1.07071
1473.9 4.32151 0.83795
1475.86 7.89226 1.16382
1477.85 5.12999 1.07071
1478.95 5.51319 0.791397
1504.82 -3.06942 0.931056
1505.91 -3.22427 0.977609
1510.89 -2.33757 1.07071
1511.87 -3.85144 0.791397
1512.79 -1.62555 0.791397
1513.83 -4.00326 0.83795
1527.87 0.0890933 1.07071
1528.82 2.16128 0.83795
1535.71 6.05214 0.931056
1539.76 7.03992 0.977609
1559.76 -4.21076 0.83795
1561.76 -6.12432 0.931056
1817.96 -4.42032 0.931056
1818.99 -0.851493 1.07071
1820.98 1.41751 0.977609
1821.97 1.9802 0.83795
1825.93 2.60158 0.977609
1826.93 4.04337 0.931056
1828.94 1.86499 1.11727
1842.89 2.07266 1.16382
1843.9 4.09022 1.16382
1850.82 3.71136 1.11727
1851.83 0.386833 1.02416
1852.86 2.46257 0.791397
1853.91 1.16054 1.25693
1855.88 -1.48366 0.977609
1856.83 0.120123 1.11727
1857.83 -1.56942 1.16382
1863.86 -6.85573 0.744845
1866.93 -4.81591 1.02416
1886.96 3.701 1.02416
1887.84 2.07919 1.11727
1895.85 4.71547 0.791397
1898.62 4.78433 1.21037
1915.69 -0.453716 0.791397
1916.78 -2.50282 0.791397
1917.76 -0.0674378 0.791397
1918.78 -4.10153 0.83795
1919.7 -2.66442 0.791397
1920.71 -5.10598 1.11727
1926.76 -6.52053 0.884503
1927.74 -7.54636 0.884503
1944.64 3.8758 1.16382
1947.64 1.98779 1.07071
1948.66 3.14983 0.791397
1956.68 3.63874 1.25693
1958.7 2.12252 0.791397
1987.69 -5.06827 1.44314
2001.66 0.660489 0.884503
2008.66 5.17286 1.35003
2009.68 5.18585 0.977609
2014.63 4.75074 1.02416
2018.63 3.98224 0.884503
