Time data sigma
---- ---- -----
0 11.4465 0.617097
4.0172 9.77274 0.822796
8.9611 8.59289 0.822796
23.9521 -5.91975 1.13134
35.965 -17.6056 0.822796
40.9613 -13.6559 1.43989
257.193 3.17294 1.23419
263.27 -3.49 0.719946
291.109 -0.70081 0.925645
318.101 -1.10301 0.719946
333.02 -10.3818 1.13134
339.009 -14.3046 0.617097
347.022 -5.98905 1.23419
364.993 16.7932 0.617097
611.359 14.3158 0.514247
646.153 -2.95615 1.43989
670.133 13.5575 0.925645
683.118 -7.01166 0.514247
693.077 -14.141 0.925645
698.043 -9.85714 1.54274
928.34 -11.8399 1.13134
952.367 6.84606 0.617097
983.279 -1.01384 0.925645
1039.03 2.03305 0.925645
1093.97 2.83764 0.719946
1390.09 12.5565 1.13134
1739.13 7.01062 1.64559
1785.06 -2.26891 0.822796
