Time data sigma
---- ---- -----
0 -0.526556 0.617097
4.0172 -1.92092 0.822796
8.9611 -1.37944 0.822796
23.9521 -3.87362 1.13134
35.965 1.66499 0.822796
40.9613 1.01078 1.43989
257.193 -2.15155 1.23419
263.27 -1.56681 0.719946
291.109 1.60688 0.925645
318.101 -2.16577 0.719946
333.02 2.77681 1.13134
339.009 0.118052 0.617097
347.022 4.05682 1.23419
364.993 -1.38331 0.617097
611.359 -0.416017 0.514247
646.153 -0.732831 1.43989
670.133 -1.99256 0.925645
683.118 -1.03012 0.514247
693.077 1.38568 0.925645
698.043 1.50753 1.54274
928.34 1.52251 1.13134
952.367 0.866694 0.617097
983.279 -2.69585 0.925645
1039.03 -2.03662 0.925645
1093.97 -1.52595 0.719946
1390.09 -3.58 1.13134
1739.13 1.46943 1.64559
1785.06 4.74413 0.822796
