Time data sigma
---- ---- -----
0 3.05059 1.07071
102.731 10.2169 1.39658
363.991 -3.2505 0.931056
1446.97 -5.94626 0.83795
1447.95 -3.9895 0.791397
1448.94 -8.94076 0.791397
1449.91 -10.9581 0.83795
1455.96 -13.8252 0.977609
1458.9 -12.6285 1.39658
1471.83 2.23634 1.07071
1473.9 6.42298 0.83795
1475.86 7.73085 1.16382
1477.85 8.44844 1.07071
1478.95 7.89671 0.791397
1504.82 -2.38515 0.931056
1505.91 -3.69793 0.977609
1510.89 -13.6708 1.07071
1511.87 -10.9546 0.791397
1512.79 -13.1416 0.791397
1513.83 -14.3333 0.83795
1527.87 -0.0906099 1.07071
1528.82 0.966781 0.83795
1535.71 8.56782 0.931056
1539.76 8.24937 0.977609
1559.76 2.89664 0.83795
1561.76 -0.304267 0.931056
1817.96 -11.9097 0.931056
1818.99 -11.732 1.07071
1820.98 -9.7301 0.977609
1821.97 -12.351 0.83795
1825.93 -7.53307 0.977609
1826.93 -6.90336 0.931056
1828.94 -3.43347 1.11727
1842.89 14.086 1.16382
1843.9 14.3364 1.16382
1850.82 9.42868 1.11727
1851.83 4.0329 1.02416
1852.86 3.95374 0.791397
1853.91 6.76904 1.25693
1855.88 3.23249 0.977609
1856.83 0.478191 1.11727
1857.83 4.19951 1.16382
1863.86 -5.33305 0.744845
1866.93 -6.65391 1.02416
1886.96 -5.53618 1.02416
1887.84 -4.70045 1.11727
1895.85 9.1094 0.791397
1898.62 10.9557 1.21037
1915.69 2.26255 0.791397
1916.78 1.63119 0.791397
1917.76 0.645367 0.791397
1918.78 -1.48429 0.83795
1919.7 0.253059 0.791397
1920.71 -2.09366 1.11727
1926.76 -4.963 0.884503
1927.74 -7.00227 0.884503
1944.64 -8.43171 1.16382
1947.64 -6.51994 1.07071
1948.66 -2.65857 0.791397
1956.68 7.11679 1.25693
1958.7 12.4621 0.791397
1987.69 -7.86819 1.44314
2001.66 -11.2093 0.884503
2008.66 -5.40828 1.35003
2009.68 -2.92493 0.977609
2014.63 4.54876 1.02416
2018.63 10.3386 0.884503
