Time data sigma
---- ---- -----
0 3.04629 1.07071
102.731 9.43686 1.39658
363.991 -3.18691 0.931056
1446.97 -6.24219 0.83795
1447.95 -4.30501 0.791397
1448.94 -9.26315 0.791397
1449.91 -11.2732 0.83795
1455.96 -13.7987 0.977609
1458.9 -12.3487 1.39658
1471.83 2.10896 1.07071
1473.9 6.0462 0.83795
1475.86 7.16373 1.16382
1477.85 7.77334 1.07071
1478.95 7.2086 0.791397
1504.82 -3.08082 0.931056
1505.91 -4.54902 0.977609
1510.89 -14.6409 1.07071
1511.87 -11.8191 0.791397
1512.79 -13.8721 0.791397
1513.83 -14.8776 0.83795
1527.87 0.776092 1.07071
1528.82 1.63816 0.83795
1535.71 7.50701 0.931056
1539.76 6.84394 0.977609
1559.76 3.56723 0.83795
1561.76 -0.298469 0.931056
1817.96 -13.2502 0.931056
1818.99 -12.1879 1.07071
1820.98 -8.44946 0.977609
1821.97 -10.266 0.83795
1825.93 -3.35694 0.977609
1826.93 -2.59938 0.931056
1828.94 0.573793 1.11727
1842.89 9.70039 1.16382
1843.9 10.1616 1.16382
1850.82 10.3399 1.11727
1851.83 5.84133 1.02416
1852.86 6.59134 0.791397
1853.91 10.141 1.25693
1855.88 7.52426 0.977609
1856.83 4.96935 1.11727
1857.83 8.71339 1.16382
1863.86 -4.26923 0.744845
1866.93 -8.44982 1.02416
1886.96 -0.873058 1.02416
1887.84 0.0269386 1.11727
1895.85 8.58344 0.791397
1898.62 7.92405 1.21037
1915.69 6.58062 0.791397
1916.78 6.35931 0.791397
1917.76 5.54072 0.791397
1918.78 3.37137 0.83795
1919.7 4.88433 0.791397
1920.71 2.10126 1.11727
1926.76 -6.1043 0.884503
1927.74 -9.09613 0.884503
1944.64 -4.82177 1.16382
1947.64 -1.5204 1.07071
1948.66 2.39681 0.791397
1956.68 6.35285 1.25693
1958.7 9.70979 0.791397
1987.69 -9.37886 1.44314
2001.66 -10.9715 0.884503
2008.66 -0.119204 1.35003
2009.68 2.3332 0.977609
2014.63 6.66105 1.02416
2018.63 8.15521 0.884503
