Time data sigma
---- ---- -----
0 -4.1139 1.07071
102.731 1.8812 1.39658
363.991 -7.51415 0.931056
1446.97 -5.82201 0.83795
1447.95 -6.60199 0.791397
1448.94 -6.76798 0.791397
1449.91 -5.72815 0.83795
1455.96 -0.44362 0.977609
1458.9 2.44073 1.39658
1471.83 4.11794 1.07071
1473.9 2.64668 0.83795
1475.86 4.34164 1.16382
1477.85 0.305042 1.07071
1478.95 4.33949 0.791397
1504.82 -4.75615 0.931056
1505.91 -6.61371 0.977609
1510.89 -3.8421 1.07071
1511.87 -5.5072 0.791397
1512.79 -5.42674 0.791397
1513.83 -2.78444 0.83795
1527.87 2.06062 1.07071
1528.82 5.03749 0.83795
1535.71 1.19919 0.931056
1539.76 2.38199 0.977609
1559.76 -4.00902 0.83795
1561.76 -4.17044 0.931056
1817.96 -0.113175 0.931056
1818.99 0.67891 1.07071
1820.98 1.21061 0.977609
1821.97 1.03654 0.83795
1825.93 0.385527 0.977609
1826.93 2.2698 0.931056
1828.94 -0.035409 1.11727
1842.89 5.10289 1.16382
1843.9 2.281 1.16382
1850.82 0.164875 1.11727
1851.83 0.491519 1.02416
1852.86 0.123362 0.791397
1853.91 -0.918007 1.25693
1855.88 -0.832038 0.977609
1856.83 -2.76273 1.11727
1857.83 -3.293 1.16382
1863.86 -6.97609 0.744845
1866.93 -6.7095 1.02416
1886.96 0.886241 1.02416
1887.84 3.04805 1.11727
1895.85 4.67669 0.791397
1898.62 3.59798 1.21037
1915.69 -0.000246679 0.791397
1916.78 -2.70797 0.791397
1917.76 -2.23845 0.791397
1918.78 -5.79138 0.83795
1919.7 -3.37602 0.791397
1920.71 -4.74434 1.11727
1926.76 -7.30072 0.884503
1927.74 -6.37687 0.884503
1944.64 0.736604 1.16382
1947.64 3.03557 1.07071
1948.66 3.54579 0.791397
1956.68 4.47565 1.25693
1958.7 4.51251 0.791397
1987.69 -4.77532 1.44314
2001.66 0.0717387 0.884503
2008.66 2.01814 1.35003
2009.68 2.79871 0.977609
2014.63 3.56307 1.02416
2018.63 2.76742 0.884503
