Time data sigma
---- ---- -----
0 0.167377 0.617097
4.0172 2.88552 0.822796
8.9611 2.60447 0.822796
23.9521 1.93477 1.13134
35.965 -0.497423 0.822796
40.9613 -3.03049 1.43989
257.193 5.34591 1.23419
263.27 1.59074 0.719946
291.109 -7.4132 0.925645
318.101 3.16804 0.719946
333.02 1.51686 1.13134
339.009 -0.102894 0.617097
347.022 -3.55394 1.23419
364.993 2.20974 0.617097
611.359 4.608 0.514247
646.153 -3.23677 1.43989
670.133 2.75834 0.925645
683.118 3.39506 0.514247
693.077 1.74929 0.925645
698.043 -2.60176 1.54274
928.34 -0.388101 1.13134
952.367 -6.31298 0.617097
983.279 5.13833 0.925645
1039.03 3.01916 0.925645
1093.97 5.12095 0.719946
1390.09 2.00419 1.13134
1739.13 -3.74861 1.64559
1785.06 -4.21489 0.822796
