Time data sigma
---- ---- -----
0 -1.81308 0.617097
4.0172 -2.59204 0.822796
8.9611 -6.92502 0.822796
23.9521 -3.90155 1.13134
35.965 7.24963 0.822796
40.9613 7.60522 1.43989
257.193 -9.45839 1.23419
263.27 -4.27323 0.719946
291.109 6.1596 0.925645
318.101 -7.00631 0.719946
333.02 3.7391 1.13134
339.009 8.93825 0.617097
347.022 9.23261 1.23419
364.993 -4.07182 0.617097
611.359 -7.32281 0.514247
646.153 4.85635 1.43989
670.133 -9.81235 0.925645
683.118 -5.73512 0.514247
693.077 6.93412 0.925645
698.043 4.71697 1.54274
928.34 0.140348 1.13134
952.367 3.27081 0.617097
983.279 -5.18575 0.925645
1039.03 -9.02746 0.925645
1093.97 -10.1502 0.719946
1390.09 -8.81884 1.13134
1739.13 0.333531 1.64559
1785.06 8.25565 0.822796
