Time data sigma
---- ---- -----
0 5.58817 0.617097
4.0172 4.02665 0.822796
8.9611 4.0686 0.822796
23.9521 -4.91656 1.13134
35.965 -3.1132 0.822796
40.9613 -1.25636 1.43989
257.193 -2.39821 1.23419
263.27 -3.40297 0.719946
291.109 2.77771 0.925645
318.101 0.0593161 0.719946
333.02 -3.85388 1.13134
339.009 -2.7355 0.617097
347.022 0.537507 1.23419
364.993 1.8453 0.617097
611.359 0.568885 0.514247
646.153 -0.544302 1.43989
670.133 0.572762 0.925645
683.118 -3.32083 0.514247
693.077 -4.73026 0.925645
698.043 -5.31382 1.54274
928.34 -4.78647 1.13134
952.367 4.39492 0.617097
983.279 -4.60598 0.925645
1039.03 -1.22448 0.925645
1093.97 2.6378 0.719946
1390.09 2.02914 1.13134
1739.13 4.82547 1.64559
1785.06 1.50973 0.822796
