Time data sigma
---- ---- -----
0 -3.38094 0.617097
4.0172 -8.89375 0.822796
8.9611 -12.5529 0.822796
23.9521 -1.96549 1.13134
35.965 6.58162 0.822796
40.9613 10.2267 1.43989
257.193 -8.41764 1.23419
263.27 -6.79287 0.719946
291.109 5.56903 0.925645
318.101 -9.01523 0.719946
333.02 7.01136 1.13134
339.009 13.9873 0.617097
347.022 10.0598 1.23419
364.993 -4.34751 0.617097
611.359 -11.8045 0.514247
646.153 7.53521 1.43989
670.133 -10.792 0.925645
683.118 -3.19804 0.514247
693.077 6.3604 0.925645
698.043 10.1417 1.54274
928.34 3.04852 1.13134
952.367 6.4724 0.617097
983.279 -2.28902 0.925645
1039.03 -6.79576 0.925645
1093.97 -7.81226 0.719946
1390.09 -9.26075 1.13134
1739.13 -4.13121 1.64559
1785.06 11.2458 0.822796
