Time data sigma
---- ---- -----
0 -7.69385 1.07071
102.731 13.3962 1.39658
363.991 -11.2779 0.931056
1446.97 -10.1158 0.83795
1447.95 -11.3506 0.791397
1448.94 -10.3027 0.791397
1449.91 -11.7624 0.83795
1455.96 -13.8172 0.977609
1458.9 -12.7493 1.39658
1471.83 8.42627 1.07071
1473.9 12.3813 0.83795
1475.86 13.9683 1.16382
1477.85 16.6061 1.07071
1478.95 17.0779 0.791397
1504.82 -8.47164 0.931056
1505.91 -7.71694 0.977609
1510.89 -12.7031 1.07071
1511.87 -12.4844 0.791397
1512.79 -12.5183 0.791397
1513.83 -13.6988 0.83795
1527.87 0.710784 1.07071
1528.82 2.02871 0.83795
1535.71 12.9872 0.931056
1539.76 14.118 0.977609
1559.76 -1.17528 0.83795
1561.76 -3.48836 0.931056
1817.96 -13.6456 0.931056
1818.99 -13.5429 1.07071
1820.98 -13.4871 0.977609
1821.97 -9.97298 0.83795
1825.93 -3.24944 0.977609
1826.93 0.4462 0.931056
1828.94 4.35283 1.11727
1842.89 11.0339 1.16382
1843.9 10.4687 1.16382
1850.82 7.52396 1.11727
1851.83 8.31668 1.02416
1852.86 5.59155 0.791397
1853.91 7.24081 1.25693
1855.88 1.98345 0.977609
1856.83 1.73635 1.11727
1857.83 1.13535 1.16382
1863.86 -6.61022 0.744845
1866.93 -8.72576 1.02416
1886.96 1.17615 1.02416
1887.84 0.0348959 1.11727
1895.85 11.8861 0.791397
1898.62 14.1264 1.21037
1915.69 2.77128 0.791397
1916.78 2.31526 0.791397
1917.76 0.972122 0.791397
1918.78 0.455672 0.83795
1919.7 -0.0783649 0.791397
1920.71 -2.52974 1.11727
1926.76 -10.6484 0.884503
1927.74 -9.61526 0.884503
1944.64 -6.09839 1.16382
1947.64 2.58434 1.07071
1948.66 5.47718 0.791397
1956.68 14.5117 1.25693
1958.7 13.0974 0.791397
1987.69 -8.67339 1.44314
2001.66 -11.8845 0.884503
2008.66 5.41257 1.35003
2009.68 7.3368 0.977609
2014.63 12.0378 1.02416
2018.63 14.0186 0.884503
