Time data sigma
---- ---- -----
0 -9.68858 0.617097
4.0172 -7.95299 0.822796
8.9611 -5.21342 0.822796
23.9521 8.07115 1.13134
35.965 2.2772 0.822796
40.9613 0.106374 1.43989
257.193 5.814 1.23419
263.27 5.87282 0.719946
291.109 -8.80817 0.925645
318.101 5.35993 0.719946
333.02 5.86607 1.13134
339.009 6.39799 0.617097
347.022 -0.599825 1.23419
364.993 -4.30885 0.617097
611.359 -4.59032 0.514247
646.153 -3.21478 1.43989
670.133 -6.33891 0.925645
683.118 7.00633 0.514247
693.077 5.00245 0.925645
698.043 1.07197 1.54274
928.34 2.82124 1.13134
952.367 -4.93088 0.617097
983.279 5.23672 0.925645
1039.03 6.44591 0.925645
1093.97 1.49756 0.719946
1390.09 -4.19643 1.13134
1739.13 -11.3061 1.64559
1785.06 0.286094 0.822796
