Time data sigma
---- ---- -----
0 13.414 1.07071
102.731 0.186472 1.39658
363.991 11.7177 0.931056
1446.97 6.28658 0.83795
1447.95 5.14636 0.791397
1448.94 4.30016 0.791397
1449.91 4.87752 0.83795
1455.96 0.473672 0.977609
1458.9 -6.52378 1.39658
1471.83 -13.0413 1.07071
1473.9 -8.50861 0.83795
1475.86 -6.05406 1.16382
1477.85 -4.84373 1.07071
1478.95 -1.86391 0.791397
1504.82 6.28885 0.931056
1505.91 5.7025 0.977609
1510.89 3.76931 1.07071
1511.87 1.52595 0.791397
1512.79 1.30026 0.791397
1513.83 2.17793 0.83795
1527.87 -11.0219 1.07071
1528.82 -13.8175 0.83795
1535.71 -9.61305 0.931056
1539.76 -1.10906 0.977609
1559.76 7.23409 0.83795
1561.76 8.11299 0.931056
1817.96 -3.39726 0.931056
1818.99 -1.8496 1.07071
1820.98 -7.02008 0.977609
1821.97 -7.40509 0.83795
1825.93 -12.5382 0.977609
1826.93 -12.8636 0.931056
1828.94 -11.607 1.11727
1842.89 -0.201645 1.16382
1843.9 5.28345 1.16382
1850.82 8.91631 1.11727
1851.83 12.6426 1.02416
1852.86 12.3352 0.791397
1853.91 9.49477 1.25693
1855.88 9.39865 0.977609
1856.83 10.1489 1.11727
1857.83 9.63245 1.16382
1863.86 8.06791 0.744845
1866.93 3.67265 1.02416
1886.96 -11.1188 1.02416
1887.84 -11.8535 1.11727
1895.85 -11.128 0.791397
1898.62 -7.08355 1.21037
1915.69 12.8625 0.791397
1916.78 11.0987 0.791397
1917.76 9.3434 0.791397
1918.78 8.92688 0.83795
1919.7 7.19723 0.791397
1920.71 9.65084 1.11727
1926.76 3.171 0.884503
1927.74 2.35101 0.884503
1944.64 -10.7794 1.16382
1947.64 -13.2497 1.07071
1948.66 -14.0241 0.791397
1956.68 -7.5269 1.25693
1958.7 -5.45835 0.791397
1987.69 1.79782 1.44314
2001.66 -4.54673 0.884503
2008.66 -12.8685 1.35003
2009.68 -12.899 0.977609
2014.63 -12.8619 1.02416
2018.63 -6.86551 0.884503
