Time data sigma
---- ---- -----
0 12.4854 0.617097
4.0172 4.50407 0.822796
8.9611 -0.820387 0.822796
23.9521 -11.3187 1.13134
35.965 -1.01466 0.822796
40.9613 2.57039 1.43989
257.193 -13.6149 1.23419
263.27 -11.3779 0.719946
291.109 10.3938 0.925645
318.101 -12.136 0.719946
333.02 -4.41404 1.13134
339.009 1.43811 0.617097
347.022 6.85139 1.23419
364.993 6.27418 0.617097
611.359 -2.21881 0.514247
646.153 8.87464 1.43989
670.133 1.68122 0.925645
683.118 -15.0116 0.514247
693.077 -1.93221 0.925645
698.043 0.915088 1.54274
928.34 -11.423 1.13134
952.367 9.85082 0.617097
983.279 -12.7583 0.925645
1039.03 -8.77212 0.925645
1093.97 -7.61869 0.719946
1390.09 -0.493635 1.13134
1739.13 6.56137 1.64559
1785.06 9.04204 0.822796
