Time data sigma
---- ---- -----
0 6.41164 0.617097
4.0172 5.72722 0.822796
8.9611 5.202 0.822796
23.9521 -4.07841 1.13134
35.965 -4.73766 0.822796
40.9613 -4.55879 1.43989
257.193 -3.00201 1.23419
263.27 -3.45681 0.719946
291.109 -0.462594 0.925645
318.101 -2.07057 0.719946
333.02 -4.83624 1.13134
339.009 -2.70051 0.617097
347.022 -3.52553 1.23419
364.993 4.8282 0.617097
611.359 2.63959 0.514247
646.153 -1.52025 1.43989
670.133 0.431667 0.925645
683.118 -2.14845 0.514247
693.077 -1.79927 0.925645
698.043 -7.10431 1.54274
928.34 -2.38387 1.13134
952.367 1.10964 0.617097
983.279 -5.15627 0.925645
1039.03 -2.28735 0.925645
1093.97 2.54675 0.719946
1390.09 2.58285 1.13134
1739.13 7.73014 1.64559
1785.06 -4.08841 0.822796
