Time data sigma
---- ---- -----
0 -9.27414 0.617097
4.0172 -8.38523 0.822796
8.9611 -5.77907 0.822796
23.9521 9.16197 1.13134
35.965 2.40031 0.822796
40.9613 -0.927425 1.43989
257.193 5.05635 1.23419
263.27 9.42291 0.719946
291.109 -6.32752 0.925645
318.101 6.06323 0.719946
333.02 4.80061 1.13134
339.009 2.09257 0.617097
347.022 -0.789283 1.23419
364.993 -7.70057 0.617097
611.359 -5.38332 0.514247
646.153 -2.16863 1.43989
670.133 -7.07409 0.925645
683.118 7.99666 0.514247
693.077 4.27759 0.925645
698.043 0.350415 1.54274
928.34 6.20011 1.13134
952.367 -2.7448 0.617097
983.279 8.47581 0.925645
1039.03 7.66666 0.925645
1093.97 -0.880967 0.719946
1390.09 -5.18282 1.13134
1739.13 -7.69698 1.64559
1785.06 -1.98978 0.822796
