Time data sigma
---- ---- -----
0 7.35799 1.07071
102.731 6.91154 1.39658
363.991 3.85579 0.931056
1446.97 2.5855 0.83795
1447.95 -0.821763 0.791397
1448.94 -2.10052 0.791397
1449.91 -1.45667 0.83795
1455.96 -6.85189 0.977609
1458.9 -6.93706 1.39658
1471.83 -11.5591 1.07071
1473.9 -11.6699 0.83795
1475.86 -6.32042 1.16382
1477.85 -3.25923 1.07071
1478.95 -2.4547 0.791397
1504.82 1.41592 0.931056
1505.91 0.930108 0.977609
1510.89 -4.03643 1.07071
1511.87 -4.65193 0.791397
1512.79 -3.09967 0.791397
1513.83 -7.5405 0.83795
1527.87 -15.899 1.07071
1528.82 -13.8102 0.83795
1535.71 -9.68821 0.931056
1539.76 -0.584508 0.977609
1559.76 9.90398 0.83795
1561.76 7.28475 0.931056
1817.96 -7.08483 0.931056
1818.99 -7.07202 1.07071
1820.98 -9.5484 0.977609
1821.97 -10.0767 0.83795
1825.93 -11.8193 0.977609
1826.93 -13.9689 0.931056
1828.94 -17.2593 1.11727
1842.89 5.43138 1.16382
1843.9 6.14346 1.16382
1850.82 15.6602 1.11727
1851.83 16.4444 1.02416
1852.86 15.7604 0.791397
1853.91 14.9534 1.25693
1855.88 13.9804 0.977609
1856.83 14.166 1.11727
1857.83 14.4687 1.16382
1863.86 2.13653 0.744845
1866.93 1.86199 1.02416
1886.96 -14.1877 1.02416
1887.84 -13.9923 1.11727
1895.85 -7.98858 0.791397
1898.62 -2.54857 1.21037
1915.69 14.1637 0.791397
1916.78 12.7177 0.791397
1917.76 9.8268 0.791397
1918.78 9.84309 0.83795
1919.7 9.81384 0.791397
1920.71 8.10128 1.11727
1926.76 0.380921 0.884503
1927.74 1.25585 0.884503
1944.64 -12.5963 1.16382
1947.64 -12.2894 1.07071
1948.66 -15.0913 0.791397
1956.68 -5.94441 1.25693
1958.7 -3.03156 0.791397
1987.69 0.171725 1.44314
2001.66 -9.57376 0.884503
2008.66 -13.1934 1.35003
2009.68 -12.5244 0.977609
2014.63 -9.44397 1.02416
2018.63 -4.00833 0.884503
