Time data sigma
---- ---- -----
0 -7.0167 1.07071
102.731 2.80485 1.39658
363.991 -8.69321 0.931056
1446.97 -10.8415 0.83795
1447.95 -6.4911 0.791397
1448.94 -8.15815 0.791397
1449.91 -5.29687 0.83795
1455.96 -0.113566 0.977609
1458.9 4.37218 1.39658
1471.83 6.42113 1.07071
1473.9 4.88774 0.83795
1475.86 6.03777 1.16382
1477.85 3.22524 1.07071
1478.95 3.53224 0.791397
1504.82 -9.45673 0.931056
1505.91 -8.79833 0.977609
1510.89 -3.32965 1.07071
1511.87 -4.72379 0.791397
1512.79 -2.45941 0.791397
1513.83 -2.29188 0.83795
1527.87 6.13489 1.07071
1528.82 6.33834 0.83795
1535.71 3.45198 0.931056
1539.76 5.64812 0.977609
1559.76 -8.05771 0.83795
1561.76 -7.88511 0.931056
1817.96 0.640076 0.931056
1818.99 3.3633 1.07071
1820.98 5.02846 0.977609
1821.97 5.8737 0.83795
1825.93 4.40667 0.977609
1826.93 3.24078 0.931056
1828.94 5.08717 1.11727
1842.89 5.48492 1.16382
1843.9 4.25826 1.16382
1850.82 2.52655 1.11727
1851.83 -0.610269 1.02416
1852.86 -0.69763 0.791397
1853.91 -0.259021 1.25693
1855.88 -6.041 0.977609
1856.83 -6.33891 1.11727
1857.83 -5.14485 1.16382
1863.86 -10.6515 0.744845
1866.93 -10.5228 1.02416
1886.96 6.15716 1.02416
1887.84 3.20664 1.11727
1895.85 4.87758 0.791397
1898.62 5.00384 1.21037
1915.69 -5.57821 0.791397
1916.78 -5.08563 0.791397
1917.76 -7.54412 0.791397
1918.78 -6.75994 0.83795
1919.7 -7.9565 0.791397
1920.71 -7.82886 1.11727
1926.76 -10.0943 0.884503
1927.74 -9.61169 0.884503
1944.64 5.77103 1.16382
1947.64 9.37123 1.07071
1948.66 6.08257 0.791397
1956.68 6.09479 1.25693
1958.7 5.51437 0.791397
1987.69 -8.3982 1.44314
2001.66 3.89805 0.884503
2008.66 6.64707 1.35003
2009.68 7.13567 0.977609
2014.63 7.25811 1.02416
2018.63 4.72659 0.884503
