Time data sigma
---- ---- -----
0 6.71752 0.617097
4.0172 4.90716 0.822796
8.9611 4.08262 0.822796
23.9521 -5.19842 1.13134
35.965 -1.46392 0.822796
40.9613 -1.08242 1.43989
257.193 -3.49614 1.23419
263.27 -3.84856 0.719946
291.109 1.15478 0.925645
318.101 -1.04273 0.719946
333.02 -2.07327 1.13134
339.009 -1.83804 0.617097
347.022 -1.32263 1.23419
364.993 2.57754 0.617097
611.359 0.139612 0.514247
646.153 -2.23511 1.43989
670.133 0.366261 0.925645
683.118 -3.80094 0.514247
693.077 -2.9465 0.925645
698.043 -4.11765 1.54274
928.34 -3.85324 1.13134
952.367 3.17822 0.617097
983.279 -5.04957 0.925645
1039.03 -2.29386 0.925645
1093.97 1.80091 0.719946
1390.09 1.83146 1.13134
1739.13 5.87993 1.64559
1785.06 0.119033 0.822796
