Time data sigma
---- ---- -----
0 5.06005 0.617097
4.0172 2.01662 0.822796
8.9611 -3.59768 0.822796
23.9521 -1.32179 1.13134
35.965 -0.566056 0.822796
40.9613 1.47542 1.43989
257.193 -2.5615 1.23419
263.27 -5.70207 0.719946
291.109 5.55062 0.925645
318.101 -5.60729 0.719946
333.02 0.975835 1.13134
339.009 1.7822 0.617097
347.022 3.40935 1.23419
364.993 3.65501 0.617097
611.359 -1.59273 0.514247
646.153 1.88264 1.43989
670.133 -2.71105 0.925645
683.118 -4.60678 0.514247
693.077 0.0136419 0.925645
698.043 -1.91807 1.54274
928.34 -3.22489 1.13134
952.367 4.50866 0.617097
983.279 -7.93933 0.925645
1039.03 -4.24749 0.925645
1093.97 -3.60973 0.719946
1390.09 -0.697156 1.13134
1739.13 2.3721 1.64559
1785.06 6.48948 0.822796
