Time data sigma
---- ---- -----
0 -2.31377 0.617097
4.0172 -0.973571 0.822796
8.9611 -1.88034 0.822796
23.9521 -0.101301 1.13134
35.965 2.02904 0.822796
40.9613 2.93346 1.43989
257.193 -0.329421 1.23419
263.27 -0.681651 0.719946
291.109 -1.02765 0.925645
318.101 -3.56745 0.719946
333.02 0.709367 1.13134
339.009 2.61367 0.617097
347.022 -0.872723 1.23419
364.993 -0.218397 0.617097
611.359 -1.65802 0.514247
646.153 -0.0323873 1.43989
670.133 -1.88252 0.925645
683.118 3.60252 0.514247
693.077 2.38141 0.925645
698.043 1.59968 1.54274
928.34 0.363575 1.13134
952.367 -2.43075 0.617097
983.279 2.64676 0.925645
1039.03 -1.91383 0.925645
1093.97 -0.358596 0.719946
1390.09 -3.39393 1.13134
1739.13 -3.60199 1.64559
1785.06 -0.553552 0.822796
