Time data sigma
---- ---- -----
0 -6.89779 0.617097
4.0172 -1.9348 0.822796
8.9611 -5.48649 0.822796
23.9521 3.425 1.13134
35.965 5.54991 0.822796
40.9613 -0.950536 1.43989
257.193 -0.12398 1.23419
263.27 5.95776 0.719946
291.109 -2.23027 0.925645
318.101 1.99281 0.719946
333.02 6.21732 1.13134
339.009 2.55862 0.617097
347.022 2.28532 1.23419
364.993 -6.48426 0.617097
611.359 -3.43663 0.514247
646.153 -1.19182 1.43989
670.133 -3.14423 0.925645
683.118 3.03775 0.514247
693.077 7.75047 0.925645
698.043 3.13676 1.54274
928.34 5.43204 1.13134
952.367 0.49113 0.617097
983.279 4.47307 0.925645
1039.03 0.0667594 0.925645
1093.97 -3.33448 0.719946
1390.09 -7.20512 1.13134
1739.13 -4.35528 1.64559
1785.06 -1.25736 0.822796
