Time data sigma
---- ---- -----
0 13.3374 1.07071
102.731 -0.122082 1.39658
363.991 11.788 0.931056
1446.97 8.03062 0.83795
1447.95 5.87759 0.791397
1448.94 3.97273 0.791397
1449.91 3.51551 0.83795
1455.96 -4.68241 0.977609
1458.9 -10.8723 1.39658
1471.83 -7.89689 1.07071
1473.9 -4.10473 0.83795
1475.86 -3.10506 1.16382
1477.85 -3.86648 1.07071
1478.95 -2.07743 0.791397
1504.82 10.2085 0.931056
1505.91 8.74202 0.977609
1510.89 1.63319 1.07071
1511.87 -1.5406 0.791397
1512.79 -2.52257 0.791397
1513.83 -2.32807 0.83795
1527.87 -7.17355 1.07071
1528.82 -9.335 0.83795
1535.71 -6.27048 0.931056
1539.76 -1.93936 0.977609
1559.76 12.1613 0.83795
1561.76 13.4211 0.931056
1817.96 -8.87975 0.931056
1818.99 -7.12692 1.07071
1820.98 -11.2302 0.977609
1821.97 -10.8022 0.83795
1825.93 -11.6622 0.977609
1826.93 -10.8867 0.931056
1828.94 -7.71274 1.11727
1842.89 -3.10394 1.16382
1843.9 1.46904 1.16382
1850.82 4.49956 1.11727
1851.83 9.01123 1.02416
1852.86 9.66194 0.791397
1853.91 7.9385 1.25693
1855.88 10.0739 0.977609
1856.83 11.8856 1.11727
1857.83 12.4114 1.16382
1863.86 13.4394 0.744845
1866.93 7.27241 1.02416
1886.96 -9.37074 1.02416
1887.84 -9.18782 1.11727
1895.85 -6.60659 0.791397
1898.62 -5.00656 1.21037
1915.69 13.0411 0.791397
1916.78 12.5042 0.791397
1917.76 11.7998 0.791397
1918.78 12.364 0.83795
1919.7 11.3949 0.791397
1920.71 14.4948 1.11727
1926.76 7.11532 0.884503
1927.74 5.43521 0.884503
1944.64 -11.9314 1.16382
1947.64 -11.0496 1.07071
1948.66 -10.8129 0.791397
1956.68 -3.43476 1.25693
1958.7 -3.21714 0.791397
1987.69 5.14027 1.44314
2001.66 -8.77936 0.884503
2008.66 -9.90396 1.35003
2009.68 -9.03057 0.977609
2014.63 -7.57317 1.02416
2018.63 -4.31665 0.884503
