Time data sigma
---- ---- -----
0 10.2776 0.617097
4.0172 -0.0334729 0.822796
8.9611 -3.7626 0.822796
23.9521 -6.75869 1.13134
35.965 -2.17748 0.822796
40.9613 -1.66924 1.43989
257.193 -10.6707 1.23419
263.27 -6.53267 0.719946
291.109 12.0358 0.925645
318.101 -8.71269 0.719946
333.02 -3.83143 1.13134
339.009 -1.55364 0.617097
347.022 3.53365 1.23419
364.993 1.61595 0.617097
611.359 -3.05993 0.514247
646.153 5.04406 1.43989
670.133 -0.141845 0.925645
683.118 -10.2892 0.514247
693.077 -1.4537 0.925645
698.043 -1.78177 1.54274
928.34 -7.78179 1.13134
952.367 12.7693 0.617097
983.279 -8.28496 0.925645
1039.03 -4.86917 0.925645
1093.97 -6.63096 0.719946
1390.09 -2.62019 1.13134
1739.13 5.51257 1.64559
1785.06 4.72533 0.822796
