Time data sigma
---- ---- -----
0 -4.15188 1.07071
102.731 1.75087 1.39658
363.991 -7.22724 0.931056
1446.97 -4.60553 0.83795
1447.95 -5.74252 0.791397
1448.94 -6.30718 0.791397
1449.91 -5.68146 0.83795
1455.96 -2.38632 0.977609
1458.9 0.46404 1.39658
1471.83 6.1615 1.07071
1473.9 4.64274 0.83795
1475.86 5.95271 1.16382
1477.85 1.25353 1.07071
1478.95 4.84133 0.791397
1504.82 -2.85949 0.931056
1505.91 -4.96815 0.977609
1510.89 -4.13618 1.07071
1511.87 -6.22001 0.791397
1512.79 -6.50531 0.791397
1513.83 -4.22728 0.83795
1527.87 3.15628 1.07071
1528.82 6.47028 0.83795
1535.71 2.94361 0.931056
1539.76 2.62966 0.977609
1559.76 -2.30074 0.83795
1561.76 -2.07881 0.931056
1817.96 -2.42221 0.931056
1818.99 -1.65571 1.07071
1820.98 -0.870856 0.977609
1821.97 -0.781911 0.83795
1825.93 0.238736 0.977609
1826.93 2.60917 0.931056
1828.94 1.22006 1.11727
1842.89 4.3265 1.16382
1843.9 1.05693 1.16382
1850.82 -1.98735 1.11727
1851.83 -1.41149 1.02416
1852.86 -1.44135 0.791397
1853.91 -2.05843 1.25693
1855.88 -1.0542 0.977609
1856.83 -2.51749 1.11727
1857.83 -2.56674 1.16382
1863.86 -4.61183 0.744845
1866.93 -4.81446 1.02416
1886.96 1.15113 1.02416
1887.84 3.73784 1.11727
1895.85 6.87437 0.791397
1898.62 4.93754 1.21037
1915.69 -0.414474 0.791397
1916.78 -2.58314 0.791397
1917.76 -1.63002 0.791397
1918.78 -4.70843 0.83795
1919.7 -1.90215 0.791397
1920.71 -2.90944 1.11727
1926.76 -5.27689 0.884503
1927.74 -4.65633 0.884503
1944.64 -0.228372 1.16382
1947.64 3.54104 1.07071
1948.66 4.53697 0.791397
1956.68 6.55618 1.25693
1958.7 5.91337 0.791397
1987.69 -2.95313 1.44314
2001.66 -2.06759 0.884503
2008.66 2.92916 1.35003
2009.68 4.16736 0.977609
2014.63 5.9931 1.02416
2018.63 4.28826 0.884503
