Time data sigma
---- ---- -----
0 1.37915 1.07071
102.731 1.90452 1.39658
363.991 1.68388 0.931056
1446.97 1.13853 0.83795
1447.95 -0.456981 0.791397
1448.94 2.73908 0.791397
1449.91 1.45128 0.83795
1455.96 -0.190675 0.977609
1458.9 -2.94182 1.39658
1471.83 0.130245 1.07071
1473.9 1.42559 0.83795
1475.86 -0.465718 1.16382
1477.85 1.26538 1.07071
1478.95 2.43952 0.791397
1504.82 1.78321 0.931056
1505.91 2.6817 0.977609
1510.89 1.17177 1.07071
1511.87 0.0483078 0.791397
1512.79 1.9087 0.791397
1513.83 0.0544355 0.83795
1527.87 -1.22381 1.07071
1528.82 -3.25398 0.83795
1535.71 2.1097 0.931056
1539.76 0.351759 0.977609
1559.76 -2.23709 0.83795
1561.76 1.43859 0.931056
1817.96 -0.663674 0.931056
1818.99 -2.34355 1.07071
1820.98 -2.13431 0.977609
1821.97 -0.772184 0.83795
1825.93 -0.288101 0.977609
1826.93 -0.0381387 0.931056
1828.94 -0.195613 1.11727
1842.89 0.812767 1.16382
1843.9 -1.19864 1.16382
1850.82 2.33241 1.11727
1851.83 0.663567 1.02416
1852.86 2.93437 0.791397
1853.91 1.33229 1.25693
1855.88 1.91424 0.977609
1856.83 1.29886 1.11727
1857.83 -0.627735 1.16382
1863.86 0.415546 0.744845
1866.93 1.98401 1.02416
1886.96 -2.67518 1.02416
1887.84 -1.80133 1.11727
1895.85 0.835937 0.791397
1898.62 -1.26393 1.21037
1915.69 3.22561 0.791397
1916.78 1.17199 0.791397
1917.76 1.25735 0.791397
1918.78 -0.866628 0.83795
1919.7 4.60758 0.791397
1920.71 1.36771 1.11727
1926.76 1.63101 0.884503
1927.74 -0.187613 0.884503
1944.64 -1.12371 1.16382
1947.64 0.753011 1.07071
1948.66 -3.64186 0.791397
1956.68 0.430542 1.25693
1958.7 -0.923056 0.791397
1987.69 -0.402662 1.44314
2001.66 -1.5285 0.884503
2008.66 -0.740217 1.35003
2009.68 -0.339111 0.977609
2014.63 -2.25974 1.02416
2018.63 0.743279 0.884503
