Time data sigma
---- ---- -----
0 1.66587 0.617097
4.0172 4.06176 0.822796
8.9611 4.94259 0.822796
23.9521 -1.59879 1.13134
35.965 -2.99628 0.822796
40.9613 -1.72141 1.43989
257.193 7.96217 1.23419
263.27 2.00718 0.719946
291.109 1.84125 0.925645
318.101 11.5267 0.719946
333.02 -3.08216 1.13134
339.009 -6.42105 0.617097
347.022 -1.32151 1.23419
364.993 0.296517 0.617097
611.359 6.02692 0.514247
646.153 -2.60416 1.43989
670.133 6.54076 0.925645
683.118 1.88931 0.514247
693.077 -5.56378 0.925645
698.043 -1.08717 1.54274
928.34 -3.30124 1.13134
952.367 -4.72897 0.617097
983.279 2.08639 0.925645
1039.03 9.42569 0.925645
1093.97 4.88059 0.719946
1390.09 4.77832 1.13134
1739.13 1.05355 1.64559
1785.06 -1.12122 0.822796
