Time data sigma
---- ---- -----
0 -7.67079 1.07071
102.731 13.7293 1.39658
363.991 -10.9083 0.931056
1446.97 -9.3977 0.83795
1447.95 -10.6782 0.791397
1448.94 -9.70269 0.791397
1449.91 -11.2479 0.83795
1455.96 -13.7708 0.977609
1458.9 -12.9482 1.39658
1471.83 8.65359 1.07071
1473.9 12.9697 0.83795
1475.86 14.6969 1.16382
1477.85 17.2743 1.07071
1478.95 17.6538 0.791397
1504.82 -7.80727 0.931056
1505.91 -7.01904 0.977609
1510.89 -12.2868 1.07071
1511.87 -12.1389 0.791397
1512.79 -12.2337 0.791397
1513.83 -13.4784 0.83795
1527.87 0.151313 1.07071
1528.82 1.63849 0.83795
1535.71 13.6846 0.931056
1539.76 14.5913 0.977609
1559.76 -1.2826 0.83795
1561.76 -3.1951 0.931056
1817.96 -13.7566 0.931056
1818.99 -13.8365 1.07071
1820.98 -14.1134 0.977609
1821.97 -10.7233 0.83795
1825.93 -3.95466 0.977609
1826.93 -0.109098 0.931056
1828.94 4.17979 1.11727
1842.89 11.4056 1.16382
1843.9 10.7669 1.16382
1850.82 6.84874 1.11727
1851.83 7.54051 1.02416
1852.86 4.76437 0.791397
1853.91 6.42371 1.25693
1855.88 1.35352 0.977609
1856.83 1.25896 1.11727
1857.83 0.841502 1.16382
1863.86 -6.16169 0.744845
1866.93 -8.23886 1.02416
1886.96 0.666856 1.02416
1887.84 -0.315377 1.11727
1895.85 12.3688 0.791397
1898.62 14.6317 1.21037
1915.69 2.14924 0.791397
1916.78 1.86894 0.791397
1917.76 0.702916 0.791397
1918.78 0.368199 0.83795
1919.7 -0.0163882 0.791397
1920.71 -2.33408 1.11727
1926.76 -10.1783 0.884503
1927.74 -9.12368 0.884503
1944.64 -6.88146 1.16382
1947.64 2.23355 1.07071
1948.66 5.3067 0.791397
1956.68 14.9915 1.25693
1958.7 13.62 0.791397
1987.69 -8.17637 1.44314
2001.66 -12.6669 0.884503
2008.66 5.26012 1.35003
2009.68 7.33383 0.977609
2014.63 12.4265 1.02416
2018.63 14.5631 0.884503
