Time data sigma
---- ---- -----
0 -2.00136 0.617097
4.0172 -5.01051 0.822796
8.9611 -6.40994 0.822796
23.9521 0.639559 1.13134
35.965 6.90227 0.822796
40.9613 1.45958 1.43989
257.193 -8.10434 1.23419
263.27 -1.1337 0.719946
291.109 2.28876 0.925645
318.101 -5.77945 0.719946
333.02 7.10412 1.13134
339.009 6.16695 0.617097
347.022 7.48192 1.23419
364.993 -6.42349 0.617097
611.359 -9.31266 0.514247
646.153 2.6375 1.43989
670.133 -6.61609 0.925645
683.118 0.750996 0.514247
693.077 7.56773 0.925645
698.043 8.805 1.54274
928.34 5.67644 1.13134
952.367 3.07621 0.617097
983.279 1.1528 0.925645
1039.03 -5.74779 0.925645
1093.97 -6.62305 0.719946
1390.09 -8.33132 1.13134
1739.13 -3.85138 1.64559
1785.06 5.12543 0.822796
