Time data sigma
---- ---- -----
0 -7.95004 1.07071
102.731 1.79368 1.39658
363.991 -12.0775 0.931056
1446.97 -6.01773 0.83795
1447.95 -6.53243 0.791397
1448.94 -4.87494 0.791397
1449.91 -2.83656 0.83795
1455.96 -1.24717 0.977609
1458.9 5.1203 1.39658
1471.83 7.90923 1.07071
1473.9 6.36871 0.83795
1475.86 7.51064 1.16382
1477.85 5.22277 1.07071
1478.95 4.65696 0.791397
1504.82 -9.16708 0.931056
1505.91 -7.61738 0.977609
1510.89 -4.73585 1.07071
1511.87 -3.51077 0.791397
1512.79 -1.79019 0.791397
1513.83 -0.825151 0.83795
1527.87 6.47851 1.07071
1528.82 5.7306 0.83795
1535.71 5.96497 0.931056
1539.76 8.95582 0.977609
1559.76 -10.5601 0.83795
1561.76 -8.97432 0.931056
1817.96 3.43328 0.931056
1818.99 1.34699 1.07071
1820.98 5.17419 0.977609
1821.97 3.58653 0.83795
1825.93 6.30065 0.977609
1826.93 6.31344 0.931056
1828.94 5.57678 1.11727
1842.89 6.27025 1.16382
1843.9 4.00876 1.16382
1850.82 0.327489 1.11727
1851.83 -4.30967 1.02416
1852.86 -2.79291 0.791397
1853.91 -4.27452 1.25693
1855.88 -5.57623 0.977609
1856.83 -7.77858 1.11727
1857.83 -6.65677 1.16382
1863.86 -9.80535 0.744845
1866.93 -6.34685 1.02416
1886.96 4.53222 1.02416
1887.84 6.32381 1.11727
1895.85 5.16005 0.791397
1898.62 7.90123 1.21037
1915.69 -6.72584 0.791397
1916.78 -8.70892 0.791397
1917.76 -11.4565 0.791397
1918.78 -9.97551 0.83795
1919.7 -10.6896 0.791397
1920.71 -9.10961 1.11727
1926.76 -6.19283 0.884503
1927.74 -7.86589 0.884503
1944.64 5.72929 1.16382
1947.64 5.70572 1.07071
1948.66 4.97358 0.791397
1956.68 9.70907 1.25693
1958.7 7.55267 0.791397
1987.69 -7.12309 1.44314
2001.66 4.31187 0.884503
2008.66 6.42881 1.35003
2009.68 6.69674 0.977609
2014.63 4.191 1.02416
2018.63 7.16409 0.884503
