Time data sigma
---- ---- -----
0 3.75756 0.617097
4.0172 1.5116 0.822796
8.9611 0.891035 0.822796
23.9521 1.36994 1.13134
35.965 -0.655878 0.822796
40.9613 -4.39852 1.43989
257.193 0.0273328 1.23419
263.27 -2.13945 0.719946
291.109 -0.812213 0.925645
318.101 -1.96092 0.719946
333.02 -2.96365 1.13134
339.009 -4.2151 0.617097
347.022 0.838657 1.23419
364.993 3.03781 0.617097
611.359 1.12796 0.514247
646.153 0.970125 1.43989
670.133 1.59311 0.925645
683.118 -1.167 0.514247
693.077 -3.21615 0.925645
698.043 -4.42274 1.54274
928.34 0.223542 1.13134
952.367 0.14061 0.617097
983.279 -0.632284 0.925645
1039.03 -1.36434 0.925645
1093.97 1.7186 0.719946
1390.09 -0.266474 1.13134
1739.13 -1.54078 1.64559
1785.06 2.10195 0.822796
