Time data sigma
---- ---- -----
0 1.73427 1.07071
102.731 -0.947007 1.39658
363.991 2.65229 0.931056
1446.97 3.76453 0.83795
1447.95 1.95013 0.791397
1448.94 3.03154 0.791397
1449.91 1.89455 0.83795
1455.96 1.64337 0.977609
1458.9 2.08131 1.39658
1471.83 -0.998126 1.07071
1473.9 -3.19053 0.83795
1475.86 -3.76613 1.16382
1477.85 0.0269367 1.07071
1478.95 -1.01004 0.791397
1504.82 0.355002 0.931056
1505.91 1.51518 0.977609
1510.89 2.58455 1.07071
1511.87 3.23746 0.791397
1512.79 2.47657 0.791397
1513.83 1.4575 0.83795
1527.87 -0.0418248 1.07071
1528.82 -0.576749 0.83795
1535.71 -0.329963 0.931056
1539.76 -1.5592 0.977609
1559.76 0.321276 0.83795
1561.76 0.832983 0.931056
1817.96 -1.79986 0.931056
1818.99 -0.394245 1.07071
1820.98 2.81088 0.977609
1821.97 1.48844 0.83795
1825.93 0.928283 0.977609
1826.93 0.60521 0.931056
1828.94 -1.48061 1.11727
1842.89 -1.1388 1.16382
1843.9 -1.28119 1.16382
1850.82 -2.20107 1.11727
1851.83 -2.1459 1.02416
1852.86 -0.0214985 0.791397
1853.91 -2.45491 1.25693
1855.88 -0.0620556 0.977609
1856.83 -1.40692 1.11727
1857.83 1.1084 1.16382
1863.86 0.372913 0.744845
1866.93 3.22502 1.02416
1886.96 -1.14812 1.02416
1887.84 -0.134185 1.11727
1895.85 -0.855349 0.791397
1898.62 0.985335 1.21037
1915.69 -1.40645 0.791397
1916.78 -3.54526 0.791397
1917.76 0.281581 0.791397
1918.78 -0.475422 0.83795
1919.7 2.00754 0.791397
1920.71 3.04264 1.11727
1926.76 1.71463 0.884503
1927.74 2.93492 0.884503
1944.64 0.804579 1.16382
1947.64 -2.04129 1.07071
1948.66 1.02431 0.791397
1956.68 -3.7549 1.25693
1958.7 -0.216266 0.791397
1987.69 0.10836 1.44314
2001.66 1.09625 0.884503
2008.66 1.22421 1.35003
2009.68 -0.377747 0.977609
2014.63 0.788785 1.02416
2018.63 -1.24817 0.884503
