Time data sigma
---- ---- -----
0 -3.03822 1.07071
102.731 -8.28736 1.39658
363.991 2.04807 0.931056
1446.97 7.34488 0.83795
1447.95 7.85047 0.791397
1448.94 8.44802 0.791397
1449.91 8.61155 0.83795
1455.96 10.7834 0.977609
1458.9 3.27767 1.39658
1471.83 -4.99925 1.07071
1473.9 -3.59237 0.83795
1475.86 -2.9751 1.16382
1477.85 -8.73125 1.07071
1478.95 -6.44006 0.791397
1504.82 6.14961 0.931056
1505.91 3.56019 0.977609
1510.89 7.67254 1.07071
1511.87 10.161 0.791397
1512.79 9.90303 0.791397
1513.83 13.0549 0.83795
1527.87 1.88509 1.07071
1528.82 0.1355 0.83795
1535.71 -2.56402 0.931056
1539.76 -7.0033 0.977609
1559.76 -1.99568 0.83795
1561.76 0.562746 0.931056
1817.96 8.59638 0.931056
1818.99 7.46305 1.07071
1820.98 5.23097 0.977609
1821.97 5.31068 0.83795
1825.93 0.575708 0.977609
1826.93 0.653621 0.931056
1828.94 0.992435 1.11727
1842.89 -9.13101 1.16382
1843.9 -5.62809 1.16382
1850.82 -5.21488 1.11727
1851.83 -5.71989 1.02416
1852.86 -4.03136 0.791397
1853.91 -4.40175 1.25693
1855.88 -2.64248 0.977609
1856.83 0.0418235 1.11727
1857.83 0.473511 1.16382
1863.86 4.11083 0.744845
1866.93 7.25837 1.02416
1886.96 -1.03443 1.02416
1887.84 0.489233 1.11727
1895.85 -4.68584 0.791397
1898.62 -3.04805 1.21037
1915.69 -4.33266 0.791397
1916.78 -2.73358 0.791397
1917.76 -3.71215 0.791397
1918.78 -2.69678 0.83795
1919.7 -1.94588 0.791397
1920.71 0.0985524 1.11727
1926.76 7.6507 0.884503
1927.74 7.79791 0.884503
1944.64 3.31282 1.16382
1947.64 -1.74155 1.07071
1948.66 0.900037 0.791397
1956.68 -4.402 1.25693
1958.7 -3.16672 0.791397
1987.69 9.78249 1.44314
2001.66 2.12584 0.884503
2008.66 -3.85599 1.35003
2009.68 -3.00763 0.977609
2014.63 -4.4928 1.02416
2018.63 -5.01105 0.884503
