Time data sigma
---- ---- -----
0 -0.282892 0.617097
4.0172 -0.651936 0.822796
8.9611 -0.639923 0.822796
23.9521 0.00339104 1.13134
35.965 1.30795 0.822796
40.9613 -3.44172 1.43989
257.193 -2.76007 1.23419
263.27 -1.11313 0.719946
291.109 -0.484514 0.925645
318.101 -1.99951 0.719946
333.02 1.21346 1.13134
339.009 4.09779 0.617097
347.022 2.58859 1.23419
364.993 -1.79173 0.617097
611.359 -2.11884 0.514247
646.153 0.557224 1.43989
670.133 -2.74646 0.925645
683.118 -1.91075 0.514247
693.077 1.02212 0.925645
698.043 3.40371 1.54274
928.34 1.66513 1.13134
952.367 -0.182857 0.617097
983.279 -2.60276 0.925645
1039.03 -0.1849 0.925645
1093.97 -0.315645 0.719946
1390.09 -2.48979 1.13134
1739.13 -0.477836 1.64559
1785.06 0.993071 0.822796
