Time data sigma
---- ---- -----
0 4.31115 0.617097
4.0172 -4.45706 0.822796
8.9611 -14.7552 0.822796
23.9521 -7.25667 1.13134
35.965 4.75887 0.822796
40.9613 11.2728 1.43989
257.193 -12.8231 1.23419
263.27 -5.39871 0.719946
291.109 12.4421 0.925645
318.101 -13.1708 0.719946
333.02 2.03075 1.13134
339.009 8.3926 0.617097
347.022 11.4073 1.23419
364.993 -7.58348 0.617097
611.359 -16.4825 0.514247
646.153 10.9212 1.43989
670.133 -15.3162 0.925645
683.118 -5.62021 0.514247
693.077 2.88333 0.925645
698.043 10.0213 1.54274
928.34 -1.04661 1.13134
952.367 13.2477 0.617097
983.279 -6.83361 0.925645
1039.03 -10.2968 0.925645
1093.97 -15.1139 0.719946
1390.09 -17.0042 1.13134
1739.13 5.12662 1.64559
1785.06 11.2758 0.822796
